contentid,title,mapx,mapy,nx,ny
127480,가거도,125.1125145,34.07401665,27,51
126273,가계해수욕장,126.3547412,34.43545949,49,58
2019720,가고파 꼬부랑길 벽화마을,128.5696553,35.2077664,89,76
2994116,가곡유황온천&스파,129.2062296,37.15074949,98,119
129194,가나아트파크,126.9497497,37.72545191,59,130
2777865,가남체육공원,127.5349142,37.20170935,70,119
2715601,가덕도,128.8169442,35.02296383,93,72
129156,가덕도 등대,128.8295937,35.00064712,94,72
2726843,가덕도 연대봉,128.8216714,35.03175182,93,72
2789460,가덕도대항인공동굴,128.8274686,35.01330955,94,72
3015365,가덕도외양포전망대,128.8310519,35.00178313,94,72
125462,가덕산,127.5683098,37.92023219,70,135
127257,가라산,128.6303347,34.74105029,90,66
2753576,가래실 문화마을,128.8892739,36.03280701,94,94
2743285,가력도항,126.5314023,35.7269248,52,87
125658,가령폭포,128.1601919,37.83289511,80,133
1553085,가루매마을,127.6140193,37.45173466,71,124
125463,가리산,127.4028046,38.04330089,67,137
125593,가리산,127.9988087,37.8543979,77,133
126905,가리산자연휴양림,127.9795073,37.86561567,77,134
127508,가리왕산,128.5634778,37.4618263,87,125
3068424,가리왕산케이블카,128.6097538,37.47425353,88,125
2820640,가림상회,126.8928691,36.18990036,59,97
127423,가마골계곡,127.0227047,35.44518737,61,81
126289,가마미해수욕장,126.409077,35.39972939,50,80
1625067,가마소계곡,126.597968,35.64124956,54,85
1884191,가마오름,126.250704,33.3059197,48,34
2745573,가막들공원,126.9956966,37.39169152,60,123
1884202,가메창,126.2460707,33.32092353,48,34
128498,가뫼골마을,128.0324121,35.25865659,79,77
1884505,가문이오름,126.6758205,33.40190471,55,36
127268,가배량성,128.5722053,34.78175859,89,67
578400,가사도,126.0510003,34.47893028,44,59
129141,가사도 등대,126.0429126,34.4611877,44,59
2615324,가사동백숲해변,126.9277953,34.36983735,60,57
1916695,가사해수욕장,126.9281702,34.37048728,60,57
294369,가산사,127.5973921,36.40158856,71,102
2629074,가산산성마을,128.597813,36.05010795,89,94
1957336,가산서원,126.6931004,35.23132266,55,76
2784347,가산수변공원,129.0178749,35.29506481,97,78
2633896,가산수피아,128.4850692,36.08615455,87,95
1884521,가새기오름,126.5038612,33.48937008,52,38
1578561,가선정,127.816034,35.77887729,75,88
294390,가섭사,127.7030557,36.96663397,73,114
1579499,가섭암지 마애여래삼존입상,127.7941371,35.73454859,75,87
1885746,가세오름,126.7231832,33.39317588,56,36
3026711,가시리국산화풍력발전단지,126.73411,33.39393708,56,36
1885754,가시오름,126.250017,33.22363156,48,32
3023389,가실벚꽃길,127.1923454,37.29331478,64,121
2513971,가실성당,128.4049221,35.93681725,85,92
2788410,가야공원 / 가야산책공원,129.0276892,35.14834533,97,75
2714140,가야랜드,128.902461,35.25821126,95,77
3030551,가야산 돌할매 신비의돌,128.1448182,35.80266105,81,89
2414679,가야산 소리길,128.0909094,35.79111416,80,89
129212,가야산 야생화식물원,128.1418573,35.80312761,81,89
125822,가야산,126.609106,36.70398643,54,108
126023,가야산국립공원,128.1418102,35.80017794,81,89
126022,가야산국립공원,128.1322258,35.7675648,81,88
2733515,가야산역사신화테마관,128.1410602,35.80106394,81,89
128481,가야산칠불봉 야생화마을,128.102926,35.856232,80,90
250121,가야의 거리,128.8725475,35.23554659,94,77
3013529,가야정원,127.5222505,34.86190894,70,68
1236556,가야진사,128.9023719,35.36753787,95,80
3337798,가얏고마을,128.2607263,35.74145619,83,88
128132,가오실공원,128.350819,36.61187271,84,106
2785625,가오치선착장,128.312694,34.90878142,84,69
2788127,가왕 송흥록 박초월 생가,127.5626899,35.45757586,71,81
2024432,가우도,126.7726523,34.52837259,57,61
3006493,가우도 모노레일,126.7847455,34.53397494,57,61
2514003,가우도 출렁다리,126.7717357,34.52886696,57,61
2714889,가원습지 생태자연공원,129.1070564,37.4736521,96,126
2569494,가월리 · 주월리 구석기 유적,126.9042298,37.98419314,58,136
125848,가의도,126.0749441,36.67308364,44,107
2357441,가인 김병로 생가터,126.9774224,35.45056932,60,81
2793231,가장마을,127.517934,35.41012211,70,80
128427,가정녹색농촌체험마을,127.3712767,35.2263181,67,76
3034222,가제산,126.290525,36.86463463,48,111
127956,가조 백두산천지온천,128.0229318,35.69853454,79,86
2754985,가조도,128.5206885,34.95770189,88,71
2754996,가조도선착장,128.5261915,34.92857469,88,70
2699943,가지산 쇠점골계곡,128.9819618,35.58035429,96,84
126027,가지산도립공원,128.9804564,35.58033482,96,84
2514820,가진항,128.5133184,38.36822293,86,145
126785,가진해변,128.4546325,38.44285752,85,146
2034446,가창 찐빵 골목,128.6222233,35.8027142,89,89
127778,다랭이마을,127.8943963,34.7279804,77,65
2785941,가탄마을,127.6380179,35.19514014,72,75
3006131,가톨릭 목포 성지,126.3857937,34.79963019,50,66
126446,가파도,126.2735884,33.16643269,48,31
3344437,가파도 소망전망대,126.2688166,33.1688018,48,31
128418,가파마을,126.8796427,36.49763153,58,103
630461, 아홉마지기마을,127.4877443,37.84756972,68,133
129285, 연인산마을,127.4623783,37.90144075,68,134
1200950, 연하리향나무,127.3487112,37.79906725,66,132
129407, 영양잣마을,127.3645382,37.77415933,66,131
1104176, 현충탑,127.5157483,37.81263541,69,132
1200751,군목공예영농조합,127.4980943,37.81585693,69,132
3077222,군어린이음악놀이터,127.5132759,37.82643931,69,132
1201082,가평별묘,127.491545,37.61968239,69,128
1283850,학도의용대참전비,127.505771,37.8265225,69,132
921096,가평향교,127.5074902,37.82994713,69,133
2783808,가포수변공원,128.5842832,35.15528922,89,75
2864214,가포해안변공원,128.5901743,35.15755019,89,75
736597,가학동지석묘,126.8568365,37.40854264,58,123
799819,가학산,126.6593101,34.15221835,55,52
1959464,가호서원,128.3325771,35.16644732,85,75
2733967,가회동성당,126.9846617,37.58208588,60,127
2863978,각골공원,126.8741021,37.29147042,58,121
538472,각사산촌행태체험마을,128.1395944,35.77297821,81,88
129537,각산,128.0749417,34.93964041,80,70
1887368,각시바우오름,126.5269445,33.27678005,53,33
127241,각연사,127.9274861,36.75430414,77,109
125885,각원사,127.197005,36.834079,64,111
580102,각흘도,126.0510943,34.25776064,44,55
1956297,간곡서원,126.908679,36.18252092,59,97
2763807,간데메공원,127.0490977,37.572852,61,127
126792,간성향교,128.4389748,38.37788147,84,145
129181,간월도 어리굴젓 기념탑,126.4136207,36.60573049,50,106
129045,간월도마을,126.4227029,36.61928464,50,106
128213,간월산,129.048065,35.55616103,97,84
128205,간월산 자연휴양림,129.0560529,35.56710439,97,84
125880,간월암,126.411421,36.60383623,50,106
2723688,간월재,129.0453821,35.54824242,97,84
2750389,간월호 쉼터공원,126.3771736,36.622914,50,106
3041720,간이해변,128.594955,38.20421308,87,141
1608562,간재선생유지,126.6371856,35.79430225,54,88
128022,간절곶 등대,129.3605738,35.3589668,103,80
2610509,간절곶 소망길,129.3492111,35.35463374,103,80
2871546,간절곶소망우체통,129.3611488,35.35880572,103,80
126644,간현관광지,127.8340575,37.36462936,75,123
129681,갈거계곡,127.4377085,35.90854197,68,91
128654,갈계리삼층석탑,127.8147004,35.79315064,75,88
1577238,갈계숲,127.8160257,35.77892728,75,88
2511669,갈골한과마을 명인의 집,128.8432832,37.82451477,92,133
127781,갈기산,127.6280084,36.11211383,72,95
2715990,갈남항,129.3251151,37.28077578,100,122
129024,갈두마을,126.5285847,34.29980529,53,55
2629105,갈두천권역마을,126.257477,36.79889722,47,110
753397,갈론계곡,127.8531905,36.7344745,75,109
3074319,갈마공원,127.3721884,36.35713407,67,101
1887381,갈마못,126.811559,33.38702243,58,36
3007381,갈매중앙공원,127.1185814,37.63116315,62,128
3018842,갈멜정원,127.0538845,34.70208835,62,64
2613159,갈모봉 산림욕장,128.2693628,34.97275681,84,71
3353957,갈모봉 자연휴양림,128.2676407,34.97183466,84,71
580288,갈목도,125.9471912,34.30622579,42,56
2750364,갈목해변,126.6359118,36.07704496,54,94
2749170,갈미한글공원,126.9849674,37.3780068,60,123
2755829,갈산공원,127.4973262,37.48368715,69,125
1116925,갈산근린공원,126.8684105,37.50611763,58,125
127311,갈음이해수욕장,126.1520087,36.69574899,46,108
635593,갈중이,126.3136584,33.2351424,49,32
129010,갈천동초가까치구멍집,129.3218943,36.59752886,101,107
1577060,갈천서당,127.8160978,35.78089095,75,88
1959468,갈천서원,128.2510124,35.0480786,83,72
127535,갈천약수터,128.5029086,37.90589319,86,135
2751315,갈치저수지,126.9046676,37.33316613,59,122
3061205,갈현체육공원,126.7285768,37.57772071,56,127
1114686,감곡매괴성모순례지성당,127.6411569,37.12139834,71,117
1887493,감낭오름,126.3454537,33.32255546,49,34
294439,감로암,127.0066015,37.57531484,60,127
2788422,감만시민부두,129.0687505,35.10970874,98,74
548138,감빛고을,128.9006983,35.72353664,94,87
3082301,감사공묘역,126.661147,33.51299497,55,38
1118418,감삼못공원,128.5522335,35.8586427,88,90
2820184,감성공작소,129.1631079,37.44237902,97,125
2569515,감성마을 이외수 문학관,127.5162822,38.16657749,69,140
3056401,감수굴 밭담길,126.8432808,33.53105702,58,39
2569511,감악산 출렁다리,126.9476077,37.93827706,59,135
1576464,감악산,127.9295566,35.5964222,77,84
125600,감악산,128.1500301,37.23303098,80,120
125450,감악산,126.9520636,37.91214408,59,134
2755857,감악산항노화웰니스체험장,127.9199604,35.5901644,77,84
294441,감응사,128.3324841,35.93461339,84,92
2524116,감자꽃 스튜디오,128.4388807,37.36885132,85,123
2767573,감중공원,126.6736203,37.49323789,55,125
2785289,감지해변,129.0764901,35.06253361,98,73
3070550,감천계곡,128.5126163,35.19190882,88,76
2785306,감천동편부두 / 감천항,129.0128152,35.05479719,97,73
294452,감천사,129.0912632,35.1833037,98,76
2735620,감추사,129.126509,37.51467831,97,127
2714641,감추해변,129.1267839,37.51478386,97,127
2732583,감포선착장,129.5016738,35.80745238,105,90
128677,감포항,129.5040375,35.80783294,105,90
3090394,감포해상공원,129.5048653,35.80411393,105,90
1254680,갑곶돈대,126.517114,37.7335377,52,130
2768133,갑곶순교성지,126.5174945,37.73419597,52,130
125891,갑사,127.1873853,36.36534376,64,101
125833,갑사계곡,127.1822107,36.36917934,64,101
1887866,갑선이오름,126.78104,33.36210524,57,35
1625103,갑오동학혁명 100주년 기념탑,126.9002222,35.50973351,59,82
126034,갑장산,128.1858411,36.34785815,81,101
1623750,갑천,127.3687079,36.36754671,67,101
126828,갓바위 문화타운,126.4209824,34.79365643,51,66
946216,연수당 건재 약방,127.0183586,36.16214738,61,96
1182200,옥녀봉,127.0119397,36.16490806,61,96
946451,중앙초등학교 강당,127.0191725,36.16023094,61,96
2650372,강경근대거리,127.0178754,36.16177241,61,96
1627011,강경미내다리,127.0319493,36.15285701,61,96
946844,강경역사관,127.0152089,36.16208344,61,96
946712,강경역사문화안내소,127.0146368,36.16102522,61,96
753302,강구안,128.4242054,34.84364625,86,68
2987217,강구안 보도교,128.4267219,34.84173818,86,68
988459,강구항,129.3900037,36.35929893,102,102
2712922,강나루생태공원,128.5092307,35.38982539,88,80
264570,강남,127.0281574,37.49704654,61,125
2456536,마이스 관광특구,127.0591319,37.51180927,61,126
1949905,시티투어 트롤리버스,127.0264344,37.52698748,61,126
2776846,축구공원,128.9074799,37.74365871,93,131
801339,강당골 산촌체험관,127.0158579,36.71703926,61,108
125831,강당골계곡,127.0221465,36.70532405,61,108
129132,강댕이 미륵불,126.6025047,36.77781114,53,110
1957338,강덕사,126.8026716,34.65437839,57,63
2044527,워터파크,129.3056851,35.81793359,101,90
1624227, 해수온천,129.4505699,35.61385654,104,85
772462, 화암 주상절리,129.4424756,35.63419854,104,86
128199,몽돌해변,129.442398,35.62783815,104,86
2822414,사랑길,129.4519309,35.61534251,104,86
127377,예찬시비,127.1207004,37.54268735,62,126
2799025,강따라 방림 가는길,128.458657,37.44968403,85,125
2900682, 3.1운동 기념공원,128.9002178,37.79729959,93,133
125790, 경포대,128.8965126,37.79556916,93,132
128758, 경포해수욕장,128.9074446,37.80572931,93,133
125769, 굴산사지,128.8918047,37.70726817,93,131
3022373, 남산공원,128.8934282,37.74805515,93,131
2465063, 녹색도시체험센터,128.8758158,37.75218489,92,132
126897, 대공산성,128.7693064,37.73662628,90,131
128293, 대기리마을,128.7785935,37.58786588,91,128
2605187, 대도호부 관아,128.8921226,37.75327674,93,132
2628994, 명주동 거리,128.8927254,37.75113811,93,132
1086405, 모래내 한과마을,128.8328345,37.81382969,91,133
3069504, 방동리 무궁화,128.8639368,37.82743428,92,133
128359, 복사꽃마을,128.7773763,37.88013482,90,134
125800, 선교장,128.8850778,37.78655887,92,132
2414769, 솔향수목원,128.861741,37.69791589,92,130
128759, 심상진가옥,128.8911356,37.78620903,93,132
2706354, 안목해맞이공원,128.9451478,37.7743309,93,132
125789, 오죽헌,128.8776815,37.77876518,92,132
2588752, 월화거리,128.8974471,37.75590154,93,132
125788, 임영관 삼문,128.8917699,37.75313786,93,132
126898, 통일공원,128.9984085,37.72046039,94,131
128360, 한울타리마을,128.9916901,37.61763603,94,129
129337, 해살이마을,128.810976,37.79292613,91,132
129584, 해운정,128.8911356,37.78620903,93,132
2804474,아기동물농장,128.8611226,37.84625982,92,134
2930702,안반데기관광농원,128.7400519,37.60879327,90,128
2414791,강릉커피거리,128.9473504,37.77265058,93,132
2731193,강릉항,128.9517473,37.77140359,94,132
125787,향교,128.895247,37.76355617,93,132
2721544,강문솟대다리,128.9167802,37.7978304,93,133
585522,강문해변,128.9190439,37.79485302,93,132
2753909,강변공원,128.0905362,36.1289258,80,96
128961,강변스파랜드,127.0916116,37.53482663,62,126
2702651,강변저류지,128.4483743,37.18026489,85,119
2462890,강북 아리수 정수센터,127.1891399,37.59377432,63,127
2765231,강상체육공원,127.4859661,37.48328977,69,125
809490,강서습지생태공원,126.8171491,37.58608798,57,127
3043735,강서역사문화거리,126.8366643,37.57223438,57,127
3015292,강서체육공원,128.973895,35.20785711,96,76
2733968,강서한강공원,126.8171491,37.58608798,57,127
2743393,강선대,127.6957323,36.13520963,73,96
1957340,강성서원,126.8342347,34.80152905,58,67
125481,강씨봉,127.3761453,37.97033947,67,136
2774103,강씨봉 자연휴양림,127.4083868,37.97000677,67,136
2705409,강아지숲,127.66204,37.73648863,71,131
2788447,강양항,129.3465492,35.39074075,102,81
1622799,강양향교,128.1612399,35.56368561,81,84
1201163,강영천효자문,127.4214079,37.96897657,67,136
128778,강원 경찰충혼탑,127.7130162,37.91674084,72,135
1857095,강원 영월 김삿갓면 [슬로시티],128.5701372,37.12568181,87,118
895963,강원도 탄광문화촌,128.4669118,37.26313626,86,121
2610850,강원숲체험장,127.6397215,37.96305631,71,135
2614901,강원참숯,128.1016119,37.52922365,79,126
127433,강원특별자치도립화목원,127.7254732,37.92333475,72,135
125735,강재구공원,127.8684354,37.72846285,75,130
2704116,강정고령보,128.4650416,35.84115974,87,90
127050,강정천,126.4747384,33.256662,52,33
2779517,강정포구,126.4750196,33.22716248,52,32
2745423,강주 해바라기 마을,128.3331507,35.32135214,85,78
128670,강주연못,128.0949049,35.11353236,80,74
1625126,강증산 탄생지,126.8412272,35.63070766,58,85
801871, 갯들소리마을,126.745872,34.49850327,56,60
126416, 고려청자 요지,126.8017669,34.508142,57,60
1624429, 백련사 동백나무 숲,126.7479252,34.58774052,56,62
1349796, 백사어촌체험마을,126.7939013,34.49287414,57,60
2515265, 백운동별서정원,126.6998841,34.74209183,56,65
128952, 병영마을 옛 담장,126.8181743,34.71489963,58,65
129693, 삼인리 비자나무,126.8191381,34.7148441,58,65
1350167, 서중어촌체험마을,126.8076232,34.45366209,58,59
226926, 월남사지 삼층석탑,126.7113275,34.74298081,56,65
129697, 월남사지 진각국사비,126.7107359,34.74270861,56,65
127110, 전라병영성,126.8171493,34.71997127,58,65
129692,마도진만호성지,126.8157781,34.45334282,58,59
126645,강진만,126.7701509,34.59522338,57,62
127111,영랑생가,126.7652918,34.64219303,57,63
1624164,강진향교,126.7714883,34.65036166,57,63
2357460,강천사 모과나무,127.0556863,35.39875708,62,80
126347,강천사(순창),127.0555668,35.39841545,62,80
527227,강천사(),128.2669759,37.20652512,82,119
1625118,강천사계곡,127.0647188,35.39983211,62,80
126249,강천산 군립공원,127.0675127,35.40882836,62,80
127651,강천산휴양농원,127.0627071,35.42772059,62,80
3018216,강천섬,127.6942517,37.23438905,72,120
2706334,강촌 출렁다리공원,127.6358096,37.81360141,71,132
2710738,강촌랜드,127.6352958,37.81152386,71,132
125605,강촌유원지,127.6325487,37.81570388,71,132
2764587,강촌환경생태연못,127.6386345,37.8084715,71,132
2773394,강하수변공원,127.4144028,37.49875056,67,125
2765225,강하체육공원,127.4141834,37.49661191,67,125
1955953,강한사,127.6332887,37.29939431,71,121
1619788,강화 갑곶리 탱자나무,126.4948544,37.75414602,51,131
125565,강화 고인돌 유적 ,126.437473,37.77343442,50,131
800798,강화 달빛동화마을,126.416497,37.68030325,50,129
127185,강화 덕진진,126.5256656,37.64920602,52,128
127291,강화 동막해변,126.4570623,37.59329188,51,127
128817,강화 사기리 탱자나무,126.4567228,37.61650306,51,128
250326,강화 서도 중앙교회,126.2442777,37.64368507,47,128
128813,강화 석수문,126.4756786,37.74682431,51,131
250304,강화 선원사지,126.4924889,37.7188251,51,130
971122,강화 아르미애월드,126.4347558,37.70292593,50,130
128385,강화 용두레마을,126.3604122,37.71847559,49,130
2684765,강화 원도심 스토리워크,126.4861109,37.7484743,51,131
128823,강화 장정리 석조여래입상,126.4256211,37.78094167,50,131
128824,강화 장정리 오층석탑,126.4203938,37.77984726,50,131
125534,강화 전등사,126.4829145,37.63169342,51,128
127802,강화 참성단,126.4315613,37.61401957,50,128
128030,강화 초지진,126.5322544,37.6326164,52,128
125566,강화 홍릉,126.439307,37.74256583,51,130
3061177,강화 화개산 모노레일,126.2902251,37.7837223,48,131
129291,강화 화문석마을,126.4584675,37.80200368,51,132
1705415,강화갯벌 및 저어새번식지,126.3830826,37.60893321,50,128
125502,강화도,126.4877441,37.74650234,51,131
3061178,강화도 자연체험농장,126.5178814,37.60775793,52,128
2755455,강화도동부해안도로,126.4023067,37.67741723,50,129
2599177,강화도령 화문석 체험장,126.445553,37.7680713,51,131
631066,강화도제적봉 평화전망대,126.4329664,37.82632539,50,132
2612802,강화루지,126.4981274,37.61717593,52,128
125564,강화산성,126.483897,37.75604005,51,131
2765210,강화오상리고인돌군,126.4009025,37.73238024,50,130
1614793,강화유수부동헌,126.4854359,37.75088512,51,131
1615571,강화유수부이방청,126.4846998,37.75153503,51,131
125567,강화전적지,126.5160197,37.7335599,52,130
3340348,강화함상공원,126.3840494,37.70016148,50,130
662637,강화해수랜드,126.5337766,37.62606997,52,128
125563,강화향교,126.4786892,37.75372634,51,131
128080,개경포기념공원,128.3502165,35.70821713,85,87
2638437,개구리생태공원,127.0067119,35.32516179,61,78
2757536,개군레포츠공원,127.53263,37.4358739,69,124
3032396,개금벚꽃문화길,129.0164402,35.14628424,97,75
2734903,개나리공원,127.0655481,37.20958053,61,119
2753929,개덕사,127.5307471,36.23092354,70,98
3026607,개도,127.6657925,34.56979691,73,62
3112041,개들랜드,129.3244296,35.36271848,102,80
3057021,개똥이네농장,126.6227952,33.49491858,54,38
1607032,개령암지 마애불상군,127.5220487,35.36381631,70,79
1954998,개령향교,128.1874459,36.17152271,81,97
126157,개목사,128.667995,36.65791227,90,108
2732510,개목항,126.1615103,36.81534924,46,110
129391,개미들마을,128.6927566,37.31902024,89,122
2761294,개미허리아치교,126.5476266,37.28055204,52,120
2591792,개봉 유수지,126.8634058,37.49226915,58,125
126812,개삼터·개삼각,127.4782838,36.07539313,69,94
128474,개실마을,128.227459,35.66772226,82,86
3080121,개심사 가는 길,126.5866319,36.74624784,53,109
1432440,개심사 목조여래좌상과 목조관음보살좌상,127.7948351,36.81499475,74,111
1431823,개심사,127.7947185,36.81492531,74,111
125908,개심사(서산),126.5901483,36.74690616,53,109
126346,개암사,126.6498267,35.66285076,55,85
2774540,개야리유원지,127.624742,37.6898878,71,130
1887873,개오름,126.7736171,33.42153189,57,36
1889809,개오리오름,126.6303736,33.43976647,55,37
126501,개운사(서울),127.0280214,37.58998574,61,127
294476,개원사(경기),127.1850882,37.47407426,63,125
127147,개천사,126.9153916,34.90447161,59,69
3090750,개천사 비자나무숲,126.9116144,34.89813892,59,69
127082,개천지와 조성지,128.4624488,36.38802534,86,102
125899,개태사(),127.229371,36.2407282,65,98
893974,개평한옥마을,127.7673718,35.56581445,74,83
947611,개항장 거리,126.6210062,37.47293655,54,125
2786133,개항차이야기투어(조은투어),126.6220673,37.47298656,54,125
129439,개화예술공원,126.6585619,36.31331829,55,99
2774063,객사길,127.1437287,35.81766661,63,89
1889833,갯거리오름(갯그르),126.457847,33.31011139,51,34
2796929,갯깍주상절리대,126.4156981,33.30052845,51,34
2714611,갯마을해변,128.7854486,37.9448497,91,136
2363553,갱매폭포,127.0355334,37.43510664,61,124
2611154,거가대교,128.7190862,35.0175821,92,72
2703718,거금대교,127.1293326,34.50669762,63,60
128920,거금도,127.1657612,34.45930354,64,59
2032450,거금생태숲,127.2156653,34.45388832,65,59
2769571,거꾸로천문대,127.4608381,36.58643439,68,106
294489,거동사,129.0267251,36.15022406,96,97
2783788,거락계곡,128.3721854,35.14162582,85,74
2714725,거류산&거류산성,128.3804164,34.99387032,86,71
2733966,거리공원,126.8916142,37.49979934,58,125
1890152,거린사슴,126.4543696,33.3073172,51,34
3015782,거린사슴전망대,126.4550112,33.30623677,51,34
126756,거림계곡,127.7306102,35.2821875,74,77
3008543,거문대교,127.3018063,34.0564313,67,50
126283,거문도,127.3089481,34.02749019,67,50
129151,거문도 등대,127.3219613,34.00843141,67,49
988129,거문도 신선바위,127.3072486,34.01235851,67,49
2723663,거문도(유림)해수욕장,127.3039792,34.01982707,67,50
2714723,거문산,128.4331544,37.52020318,85,126
636266,거문오름 [세계자연유산],126.7147325,33.45691592,56,37
2784238,거북공원,128.8645982,35.23524647,94,77
2768188,거북바위,126.3791654,37.4391529,50,124
1704748,"거북바위 및 향나무 자생지 (울릉도, 독도 국가지질공원)",130.8583677,37.46046953,127,127
2752372,거북선공원,127.6667404,34.76062835,73,66
2758868,거북선나루터,126.9676539,37.51827077,60,126
2508988,거북선대교,127.7495115,34.73643526,74,65
2784264,거북선마을,128.040621,34.99854986,79,71
2781820,거북섬,126.6794357,37.32182734,55,121
128256,거북이마을,126.6098956,36.57079622,54,105
1918646,"거슨세미(세미오름, 샘오름)",126.7570624,33.44559841,57,37
127530,거열산성군립공원,127.8786197,35.6928937,76,86
128607,거일1리 어촌체험마을,129.4751135,36.71098834,104,109
2768207,거잠포선착장,126.4254255,37.42211402,50,123
1619630,거잠포해변,126.4254533,37.42213346,50,123
128396,거전마을 [농촌체험],126.8403694,36.35973,58,100
1350278,계도어촌체험마을,128.5174966,34.9748138,88,71
2638488,거제 관광모노레일,128.6253954,34.87641842,90,69
538485,거제 구조라관광어촌마을,128.6944774,34.80530539,91,67
127726,거제 둔덕기성.사등성지.오량성,128.498065,34.86803096,88,69
793359,거제 명진리 느티나무,128.6103892,34.84459671,90,68
1350326,쌍근어촌체험마을,128.5893265,34.76249161,89,66
538480,거제 어구낚시마을,128.5059656,34.82084193,88,68
2787084,거제 옥화마을,128.7206684,34.85009252,92,68
793418,거제 외간리 동백나무,128.5731892,34.86110808,89,68
2704694,거제 우제봉전망대,128.6750255,34.7305356,91,66
2750703,거제 유호리전망대,128.7172948,35.01510179,92,72
3007738, 윤돌섬,128.6808258,34.80573565,91,67
3344859,거제 지세포진성,128.7187107,34.83295829,92,68
127256,거제 학동리 동백나무 숲 및 팔색조 번식지,128.6375446,34.76062879,90,66
249970,거제대교,128.4764387,34.88370382,87,69
126972,거제도,128.5172415,34.85482444,88,68
127938,거제도 포로수용소 유적공원,128.6253954,34.87641842,90,69
126224,해금강,128.6839246,34.73333545,91,66
127966,거제도해수보양온천,128.6352636,34.89090309,90,69
2717293,거제도해초쑥 영농조합법인,128.6826851,34.86772042,91,69
1846020,거제맹종죽테마공원,128.650538,34.96764478,90,71
2717294,거제시관광기념품조합,128.6906956,34.86409875,91,69
2414648,거제시농업개발원,128.5795582,34.85653926,89,68
2755024,거제식물원,128.57815,34.85682531,89,68
2648073,거제식물원(거제정글돔),128.57815,34.85682531,89,68
127725,거제자연예술랜드,128.6240138,34.81569462,90,68
126582,거제자연휴양림,128.6296447,34.78417602,90,67
2755033,거제저도유람선,128.7035269,35.00104756,91,72
2815810,거제케이블카,128.6330111,34.78433995,90,67
127266,거제향교,128.5898602,34.85260377,89,68
128033,거제현 관아,128.591224,34.85112619,89,68
2758318,거조사,128.7646047,36.02013389,92,94
129592,거진 등대,128.4625732,38.45005684,85,146
126784,거진11리해변,128.4536129,38.44872626,85,146
125714,거진1리해변,128.4547464,38.44084943,85,146
2735355,거진등대해맞이공원,128.4644147,38.44896533,85,146
3112059,거진어촌체험휴양마을,128.4628177,38.44764324,85,146
128749,거진항,128.4598152,38.44651275,85,146
2612816,거차뻘배마을,127.4466522,34.83721041,69,67
2657715,거창 출렁다리,128.0409208,35.73666388,79,87
1578659,거창 갈계리 임씨고가,127.8189476,35.78045494,75,88
1579613,거창 감악사지 부도,127.9333509,35.59055071,77,84
1579507,거창 강남사지 석조여래입상,127.8165766,35.74038166,75,87
1578694,거창 거기리 성황단,127.9391237,35.75592653,77,88
1578811,거창 내오리 지석묘,127.8907051,35.78191161,76,88
1578542,거창 농산리 석조여래입상,127.8103903,35.76796176,75,88
1578267,거창 당동당산,128.008749,35.72410361,79,87
128653,거창 동계 종택(정온선생고택),127.8289029,35.75499411,75,88
1579747,거창 동호리 이씨고가,127.9273625,35.798952,77,89
128657,거창 둔마리 벽화 고분,127.9671555,35.72229751,78,87
1578365,거창 무릉리 정씨고가,127.9458145,35.6642176,77,86
2796956,거창 별바람언덕,127.9163996,35.59128366,77,84
710635,거창 서변마을,127.9168157,35.71507521,77,87
1936343,거창 솔향기돌담마을,127.9251794,35.798627,77,89
127696,거창 수승대,127.8336968,35.76096574,75,88
1578958,거창 요수정,127.8309665,35.76225166,75,88
2756141,거창 항노화힐링랜드,128.0409264,35.73675275,79,87
1977633,거창 황금원숭이마을,127.8185429,35.74967787,75,87
128655,거창 황산리 신씨고가,127.8370187,35.76291558,75,88
128947,거창 황산마을 옛 담장,127.8373159,35.76316834,75,88
2819594,거창목재문화체험장,127.8299415,35.76424308,75,88
1578089,거창사건추모공원,127.9274162,35.55705161,77,83
2865675,거창은행나무길,127.9278758,35.71573089,77,87
2755874,거창창포원,127.9395931,35.65499908,77,85
1955226,거창향교,127.9037785,35.69294415,77,86
1622226,건계정,127.8790002,35.69267151,76,86
2774556,건봉령승호대,127.862182,37.95553079,75,135
127228,건봉사,128.3781573,38.40372172,83,145
2768217,건지공원,126.6794142,37.49404901,55,125
2987654,건지마을,127.9781628,37.01985512,77,115
2724379,건지산,127.1391338,35.85132937,63,89
2752130,건천편백나무숲,129.0774047,35.83302202,97,90
1604652,건청궁,126.9779874,37.57741686,60,127
2765260,건평항,126.3990847,37.67998354,50,129
1918965,걸시오름,126.506085,33.41183424,52,36
753801,걸포중앙공원,126.7064133,37.63867155,55,128
1956299,검계서원,127.0900948,36.7479759,62,109
750824,검단산,127.2343828,37.50392446,64,125
126840,검룡소 (강원고생대 국가지질공원),128.9354542,37.23061007,94,120
598635,검멀레해변,126.9685513,33.49672951,61,38
2660543,검무산,128.5005235,36.57024693,87,106
687616,검봉산자연휴양림,129.2854064,37.22609239,100,120
3032819,검성지생태공원,128.4381086,36.11488931,86,96
1955985,검암서원,127.571534,36.57889835,70,105
2932004,검은낭,124.7082252,37.84277201,21,133
3076572,것대산,127.5383906,36.64617893,70,107
129070,격포마을,126.4700855,35.62101916,51,84
