contentid,title,addr1,addr2,areacode,sigungucode,mapx,mapy,modifiedtime,firstimage,firstimage2,cat1,cat2,cat3,contenttypeid
1553085,가루매마을,경기도 양평군 지평면 부일길 101,(지평면),31,19,127.6140193424,37.4517346633,20240805000001,,,A02,A0203,A02030100,12
125463,가리산(포천),경기도 포천시 이동면 장암리,,31,29,127.4028046120,38.0433008935,20231107095627,http://tong.visitkorea.or.kr/cms/resource/29/1900129_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1900129_image3_1.jpg,A01,A0101,A01010400,12
125593,가리산(홍천),강원특별자치도 홍천군 두촌면 가리산길 260-9,,32,16,127.9988086966,37.8543978969,20240619091425,,,A01,A0101,A01010400,12
126905,가리산자연휴양림,강원특별자치도 홍천군 두촌면 가리산길 426,(두촌면),32,16,127.9795073354,37.8656156746,20240805000001,,,A01,A0101,A01010600,12
127508,가리왕산,강원특별자치도 정선군 정선읍 가리왕산로 707,"(가리왕산자연휴양림), 평창 진부면",32,11,128.5634777835,37.4618262980,20231220101539,http://tong.visitkorea.or.kr/cms/resource/68/2987668_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/68/2987668_image3_1.png,A01,A0101,A01010400,12
3068424,가리왕산케이블카,강원특별자치도 정선군 북평면 중봉길 41-35,,32,11,128.6097538017,37.4742535268,20240523135350,,,A02,A0203,A02030400,12
2820640,가림상회,충청남도 부여군 임천면 성흥로97번길 4-5,,34,6,126.8928691464,36.1899003585,20240611092022,http://tong.visitkorea.or.kr/cms/resource/19/3305119_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3305119_image3_1.jpg,A02,A0203,A02030400,12
127423,가마골계곡,전라남도 담양군 용면 용소길 261,,38,7,127.0227046757,35.4451873670,20240520142920,http://tong.visitkorea.or.kr/cms/resource/35/3027135_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3027135_image3_1.jpg,A01,A0101,A01010900,12
126289,가마미해수욕장,전라남도 영광군 홍농읍 가마미로 355,,38,16,126.4090769892,35.3997293920,20240604165135,http://tong.visitkorea.or.kr/cms/resource/63/3018763_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3018763_image3_1.jpg,A01,A0101,A01011200,12
1625067,가마소계곡,전북특별자치도 부안군 상서면 청림리,,37,6,126.5979680020,35.6412495627,20240613154428,,,A01,A0101,A01010900,12
1884191,가마오름,제주특별자치도 제주시 한경면 청수서5길 63,,39,4,126.2507039833,33.3059197039,20231210162114,,,A01,A0101,A01010400,12
2745573,가막들공원,경기도 의왕시 양지편로 41-2,(청계동),31,24,126.9956966089,37.3916915204,20231201101850,,,A02,A0202,A02020700,12
1884202,가메창(암메),제주특별자치도 제주시 한경면 청수로 13-3,,39,4,126.2460707194,33.3209235283,20231122150552,http://tong.visitkorea.or.kr/cms/resource/01/1884201_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1884201_image2_1.jpg,A01,A0101,A01010400,12
128498,가뫼골마을,경상남도 진주시 명석면 관덕길 174,(명석면),36,13,128.0324121006,35.2586565930,20230328111610,http://tong.visitkorea.or.kr/cms/resource/48/2629048_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/48/2629048_image2_1.bmp,A02,A0203,A02030100,12
1884505,가문이오름(감은이오름),제주특별자치도 서귀포시 표선면 남조로 1487-73,,39,3,126.6758204749,33.4019047149,20231208150559,,,A01,A0101,A01010400,12
127268,가배량성,경상남도 거제시 동부면 가배리,,36,1,128.5722052958,34.7817585943,20240613161328,,,A02,A0201,A02010200,12
578400,가사도,전라남도 진도군 조도면 가사도길 106,,38,21,126.0510003156,34.4789302819,20231208160845,,,A01,A0101,A01011300,12
129141,가사도 등대,전라남도 진도군 조도면 가사도돌목길,,38,21,126.0429125538,34.4611877004,20231205163727,,,A01,A0101,A01011600,12
2615324,가사동백숲해변,전라남도 완도군 약산면 해동리,,38,18,126.9277952875,34.3698373475,20240613145912,,,A01,A0101,A01011200,12
1916695,가사해수욕장,전라남도 완도군 약산면,,38,18,126.9281702396,34.3704872810,20240606161501,,,A01,A0101,A01011200,12
294369,가산사,충청북도 옥천군 안내면 안내회남로 671,,33,5,127.5973920906,36.4015885618,20240730160317,http://tong.visitkorea.or.kr/cms/resource/29/3339929_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/29/3339929_image3_1.JPG,A02,A0201,A02010800,12
2629074,가산산성마을,경상북도 칠곡군 가산면 가산로 891,,35,22,128.5978129850,36.0501079498,20230308140211,http://tong.visitkorea.or.kr/cms/resource/63/2629063_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/63/2629063_image2_1.bmp,A02,A0203,A02030100,12
1957336,가산서원,전라남도 장성군 삼서면 영장로 2015,,38,19,126.6931003984,35.2313226604,20240813171220,http://tong.visitkorea.or.kr/cms/resource/35/3347635_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/35/3347635_image3_1.JPG,A02,A0201,A02010700,12
2784347,가산수변공원,경상남도 양산시 동면 가산리 799,,36,10,129.0178748959,35.2950648080,20230224113123,http://tong.visitkorea.or.kr/cms/resource/72/2784372_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/72/2784372_image2_1.JPG,A02,A0202,A02020700,12
2633896,가산수피아,경상북도 칠곡군 가산면 학하들안2길 105,,35,22,128.4850691574,36.0861545517,20240725112500,http://tong.visitkorea.or.kr/cms/resource/29/2638129_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/29/2638129_image2_1.JPG,A01,A0101,A01010700,12
1884521,가새기오름,제주특별자치도 제주시 오라삼동,2848,39,4,126.5038611983,33.4893700755,20231210161039,,,A01,A0101,A01010400,12
1578561,가선정,경상남도 거창군 북상면 송계로 731-42,(북상면),36,2,127.8160339922,35.7788772875,20231206162739,,,A02,A0201,A02010700,12
294390,가섭사,충청북도 음성군 음성읍 가섭길 494,,33,6,127.7030557496,36.9666339700,20240731165242,http://tong.visitkorea.or.kr/cms/resource/40/3340640_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/40/3340640_image3_1.JPG,A02,A0201,A02010800,12
1579499,가섭암지 마애여래삼존입상,경상남도 거창군 위천면 상천리,산6-2번지,36,2,127.7941371179,35.7345485901,20240530140854,,,A02,A0201,A02010700,12
1885746,가세오름,제주특별자치도 서귀포시 표선면 녹산로 554,,39,3,126.7231832338,33.3931758821,20231110154814,,,A01,A0101,A01010400,12
3026711,가시리국산화풍력발전단지,제주특별자치도 서귀포시 표선면 녹산로 464-78,,39,3,126.7341100468,33.3939370848,20231027152437,http://tong.visitkorea.or.kr/cms/resource/95/3026695_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3026695_image3_1.jpg,A02,A0204,A02040400,12
1885754,가시오름,제주특별자치도 서귀포시 대정읍 하모이삼로21번길 1,,39,3,126.2500169782,33.2236315617,20231208161318,,,A01,A0101,A01010400,12
3023389,가실벚꽃길,경기도 용인시 처인구 포곡읍 가실리,212-1,31,23,127.1923454131,37.2933147810,20240530140345,,,A02,A0203,A02030600,12
2513971,가실성당,경상북도 칠곡군 왜관읍 가실1길 1,,35,22,128.4049220662,35.9368172454,20230622133500,http://tong.visitkorea.or.kr/cms/resource/86/2687486_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2687486_image3_1.jpg,A02,A0201,A02010900,12
2788410,가야공원 / 가야산책공원,부산광역시 부산진구 엄광로 118,(가야동),6,7,129.0276891748,35.1483453258,20230911200610,,,A01,A0101,A01010500,12
2714140,가야랜드,경상남도 김해시 인제로 368,(삼방동),36,4,128.9024609712,35.2582112598,20230808165425,,,A02,A0202,A02020600,12
3030551,가야산 돌할매 신비의돌,경상북도 성주군 수륜면 성주가야산로 278,,35,10,128.1448181668,35.8026610502,20231102144321,,,A02,A0205,A02050600,12
2414679,가야산 소리길,경상남도 합천군 가야면 가야산로 1783,,36,21,128.0909093551,35.7911141625,20231107172432,http://tong.visitkorea.or.kr/cms/resource/49/1963749_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1963749_image3_1.jpg,A03,A0302,A03022700,12
129212,가야산 야생화식물원,경상북도 성주군 수륜면 가야산식물원길 49,,35,10,128.1418573045,35.8031276100,20230802191834,http://tong.visitkorea.or.kr/cms/resource/99/2724199_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2724199_image3_1.jpg,A01,A0101,A01010700,12
125822,가야산(서산),충청남도 서산시 해미면 산수리,,34,7,126.6091060355,36.7039864327,20240730111418,http://tong.visitkorea.or.kr/cms/resource/92/3055092_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3055092_image3_1.jpg,A01,A0101,A01010400,12
126023,가야산국립공원(백운동 지구),경상북도 성주군 수륜면 백운리,일원,35,10,128.1418101673,35.8001779432,20240521143344,,,A01,A0101,A01010100,12
126022,"가야산국립공원(홍류동,청량동지구)",경상남도 합천군 가야산로 1200 가야산국립공원관리사무소,,36,21,128.1322257899,35.7675647985,20230925171450,,,A01,A0101,A01010100,12
2733515,가야산역사신화테마관,경상북도 성주군 수륜면 가야산식물원길 21,,35,10,128.1410602092,35.8010639410,20230821135454,http://tong.visitkorea.or.kr/cms/resource/16/2733516_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/16/2733516_image2_1.png,A02,A0202,A02020700,12
128481,가야산칠불봉 야생화마을,경상북도 성주군 가천면 동신로 28,,35,10,128.1029259647,35.8562319975,20240613145754,,,A02,A0203,A02030100,12
250121,가야의 거리,경상남도 김해시 봉황동,,36,4,128.8725475322,35.2355465857,20240612091307,,,A02,A0203,A02030600,12
3013529,가야정원,전라남도 순천시 해룡면 농주리,230-10,38,11,127.5222504674,34.8619089390,20240521172804,,,A01,A0101,A01010700,12
1236556,가야진사,경상남도 양산시 원동면 용당들길 43-62,,36,10,128.9023718710,35.3675378711,20230905112832,,,A02,A0201,A02010700,12
3337798,가얏고마을,경상북도 고령군 대가야읍 정정골길 55,가얏고마을,35,3,128.2607262742,35.7414561912,20240725143658,,,A02,A0203,A02030100,12
128132,가오실공원,경상북도 예천군 개포면 가곡리,(개포면),35,16,128.3508189720,36.6118727137,20231110155505,,,A02,A0202,A02020700,12
2785625,가오치선착장,경상남도 통영시 도산면 도산일주로 542-55,,36,17,128.3126940017,34.9087814182,20230915155720,,,A01,A0101,A01011400,12
2788127,가왕 송흥록 박초월 생가(송홍록생가),전북특별자치도 남원시 운봉읍 비전길 7,,37,4,127.5626899062,35.4575758647,20240118174312,http://tong.visitkorea.or.kr/cms/resource/52/2791552_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2791552_image2_1.jpg,A02,A0201,A02010500,12
2024432,가우도,전라남도 강진군 도암면 월곶로 473,(도암면),38,1,126.7726522891,34.5283725869,20240731072630,,,A01,A0101,A01011300,12
3006493,가우도 모노레일,전라남도 강진군 가우도길 2-87,,38,1,126.7847455361,34.5339749368,20230905190618,http://tong.visitkorea.or.kr/cms/resource/73/3006473_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3006473_image3_1.jpg,A02,A0203,A02030400,12
2514003,가우도 출렁다리,전라남도 강진군 도암면 신기리,,38,1,126.7717356912,34.5288669609,20240311163940,http://tong.visitkorea.or.kr/cms/resource/74/2648674_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2648674_image3_1.jpg,A02,A0205,A02050100,12
2714889,가원습지 생태자연공원,강원특별자치도 동해시 지가동 77-6,,32,3,129.1070564038,37.4736521046,20240808144408,http://tong.visitkorea.or.kr/cms/resource/61/3344961_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3344961_image3_1.jpg,A01,A0101,A01010500,12
2569494,가월리 · 주월리 구석기 유적,경기도 파주시 적성면 달빛길 345,,31,27,126.9042297694,37.9841931357,20230324135034,http://tong.visitkorea.or.kr/cms/resource/67/2567367_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2567367_image3_1.jpg,A02,A0201,A02010700,12
125848,가의도,충청남도 태안군 근흥면 가의도길,,34,14,126.0749440746,36.6730836379,20231206151353,,,A01,A0101,A01011300,12
2357441,가인 김병로 생가터,전북특별자치도 순창군 복흥면 하리길 160,(복흥면),37,7,126.9774224423,35.4505693165,20240118174312,http://tong.visitkorea.or.kr/cms/resource/00/2357300_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2357300_image2_1.jpg,A02,A0201,A02010500,12
2793231,가장마을,전북특별자치도 남원시 운봉읍 가장길 4,,37,4,127.5179339854,35.4101221138,20240118112324,http://tong.visitkorea.or.kr/cms/resource/92/2800792_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2800792_image2_1.jpg,A02,A0203,A02030100,12
128427,가정녹색농촌체험마을,전라남도 곡성군 고달면 가정마을길 120,(고달면),38,3,127.3712766775,35.2263181024,20230516120040,,,A02,A0203,A02030100,12
3034222,가제산,충청남도 태안군 이원면 포지리,,34,14,126.2905250464,36.8646346339,20231108135959,http://tong.visitkorea.or.kr/cms/resource/09/3034209_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3034209_image3_1.jpg,A01,A0101,A01010400,12
127956,가조 백두산천지온천,경상남도 거창군 가조면 온천길 161,,36,2,128.0229317531,35.6985345364,20240315100932,http://tong.visitkorea.or.kr/cms/resource/50/2042650_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2042650_image3_1.jpg,A02,A0202,A02020300,12
2754985,가조도,경상남도 거제시 사등면 가조로 1298,,36,1,128.5206884618,34.9577018859,20230131100502,http://tong.visitkorea.or.kr/cms/resource/13/2755213_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2755213_image2_1.jpg,A01,A0101,A01011300,12
2754996,가조도선착장,경상남도 거제시 사등면 가조로2길 62,,36,1,128.5261915327,34.9285746891,20231016105937,http://tong.visitkorea.or.kr/cms/resource/24/2755224_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2755224_image2_1.jpg,A01,A0101,A01011400,12
2699943,가지산 쇠점골계곡,경상남도 밀양시 산내면 얼음골로 177,,36,7,128.9819618018,35.5803542935,20230627154511,http://tong.visitkorea.or.kr/cms/resource/33/2699933_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/33/2699933_image2_1.JPG,A01,A0101,A01010900,12
126027,가지산도립공원(밀양),경상남도 밀양시 산내면,",경상북도 청도군 운문면, 울산광역시 울주군 상북면",36,7,128.9804563782,35.5803348234,20240729142325,http://tong.visitkorea.or.kr/cms/resource/59/3339059_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3339059_image3_1.jpg,A01,A0101,A01010200,12
2514820,가진항,강원특별자치도 고성군 죽왕면 가진해변길 121-12,,32,2,128.5133183548,38.3682229327,20240809145357,,,A01,A0101,A01011400,12
126785,가진해변,강원특별자치도 고성군 죽왕면 가진리 495-6,,32,2,128.4546324706,38.4428575247,20240611152838,,,A01,A0101,A01011200,12
2034446,가창 찐빵 골목,대구광역시 달성군 가창면 가창로 1099,(가창면),4,3,128.6222232980,35.8027142041,20231026155741,http://tong.visitkorea.or.kr/cms/resource/70/1876170_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1876170_image3_1.jpg,A02,A0203,A02030600,12
127778,가천 다랭이마을,경상남도 남해군 남면 홍현리 남면로 679번길 21,,36,5,127.8943963083,34.7279803963,20240826015611,http://tong.visitkorea.or.kr/cms/resource/96/2703896_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2703896_image2_1.jpg,B02,B0201,B02011000,12
2785941,가탄마을,경상남도 하동군 화개면 탑리,,36,18,127.6380178715,35.1951401371,20240423220135,http://tong.visitkorea.or.kr/cms/resource/42/2788042_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2788042_image2_1.jpg,A02,A0203,A02030100,12
3006131,가톨릭 목포 성지,전라남도 목포시 산정동,90-1,38,8,126.3857937169,34.7996301851,20240522163730,,,A02,A0201,A02010900,12
126446,가파도,제주특별자치도 서귀포시 대정읍 가파로,,39,3,126.2735884192,33.1664326869,20240729131225,,,A01,A0101,A01011300,12
3344437,가파도 소망전망대,제주특별자치도 서귀포시 대정읍 가파리,513,39,3,126.2688165585,33.1688017961,20240808110830,http://tong.visitkorea.or.kr/cms/resource/99/3344399_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3344399_image3_1.jpg,A02,A0205,A02050600,12
128418,가파마을,충청남도 청양군 대치면 가파로 506-6,,34,13,126.8796427201,36.4976315311,20230802192220,http://tong.visitkorea.or.kr/cms/resource/20/2629520_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/20/2629520_image2_1.bmp,A02,A0203,A02030100,12
630461,가평 아홉마지기마을,경기도 가평군 가평읍 용추로 238,,31,1,127.4877442849,37.8475697154,20240813104610,http://tong.visitkorea.or.kr/cms/resource/21/3346921_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3346921_image3_1.jpg,A02,A0203,A02030100,12
129285,가평 연인산마을,경기도 가평군 북면 백둔로 417-11,,31,1,127.4623783495,37.9014407526,20240826172121,http://tong.visitkorea.or.kr/cms/resource/76/532876_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/532876_image3_1.jpg,A02,A0203,A02030100,12
1200950,가평 연하리향나무,경기도 가평군 상면,,31,1,127.3487111543,37.7990672488,20240531143757,,,A01,A0102,A01020100,12
129407,가평 영양잣마을,경기도 가평군 상면 축령로 70,,31,1,127.3645382139,37.7741593259,20230331131946,http://tong.visitkorea.or.kr/cms/resource/35/2364435_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2364435_image3_1.jpg,A02,A0203,A02030100,12
1104176,가평 현충탑,경기도 가평군 가평읍 호반로 2540,,31,1,127.5157483134,37.8126354086,20230802194510,http://tong.visitkorea.or.kr/cms/resource/84/2480684_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2480684_image2_1.jpg,A02,A0205,A02050200,12
1200751,가평군목공예영농조합,경기도 가평군 가평읍 경춘로 2045-65,,31,1,127.4980942715,37.8158569298,20231024110437,,,A02,A0204,A02040800,12
3077222,가평군어린이음악놀이터,경기도 가평군 가평읍 중앙로 10,,31,1,127.5132759112,37.8264393122,20240112142012,,,A02,A0203,A02030400,12
1201082,가평별묘,경기도 가평군 설악면 방일리,367-1,31,1,127.4915450327,37.6196823854,20240827100344,,,A02,A0201,A02010700,12
1283850,가평학도의용대참전비,경기도 가평군 가평읍 문화로 131,,31,1,127.5057710373,37.8265224976,20231024153858,,,A02,A0205,A02050200,12
921096,가평향교,경기도 가평군 가평읍 향교로 23-1,,31,1,127.5074902248,37.8299471303,20231024105422,http://tong.visitkorea.or.kr/cms/resource/19/1090919_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/1090919_image3_1.jpg,A02,A0201,A02010700,12
2783808,가포수변공원,경상남도 창원시 마산합포구 가포본동7길 11-13,(가포동),36,16,128.5842831951,35.1552892222,20230621145451,http://tong.visitkorea.or.kr/cms/resource/30/2799930_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/2799930_image2_1.JPG,A02,A0202,A02020700,12
2864214,가포해안변공원,경상남도 창원시 마산합포구 드림베이대로 361,,36,16,128.5901742863,35.1575501862,20240731072844,http://tong.visitkorea.or.kr/cms/resource/85/2864185_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/85/2864185_image3_1.JPG,A02,A0202,A02020700,12
736597,가학동지석묘,경기도 광명시 가학동,산 101-2,31,4,126.8568365465,37.4085426445,20240808173352,,,A02,A0201,A02010700,12
799819,가학산,전라남도 완도군 소안면 미라리,,38,18,126.6593100914,34.1522183506,20240424205013,http://tong.visitkorea.or.kr/cms/resource/75/786375_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/786375_image3_1.jpg,A01,A0101,A01010400,12
1959464,가호서원,경상남도 진주시 이반성면 용암길 59-2,,36,13,128.3325771223,35.1664473205,20240430091426,http://tong.visitkorea.or.kr/cms/resource/23/3040823_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3040823_image3_1.jpg,A02,A0201,A02010700,12
2733967,가회동성당,서울특별시 종로구 북촌로 57 (가회동),,1,23,126.9846616856,37.5820858828,20240528175721,http://tong.visitkorea.or.kr/cms/resource/09/3303909_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3303909_image3_1.jpg,A02,A0201,A02010900,12
2863978,각골공원,경기도 안산시 상록구 본오동,45-6,31,15,126.8741021292,37.2914704176,20240731092331,http://tong.visitkorea.or.kr/cms/resource/69/2863969_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/2863969_image3_1.JPG,A02,A0202,A02020700,12
538472,각사산촌행태체험마을,경상남도 합천군 가야면 야천로 101,,36,21,128.1395944368,35.7729782070,20230823170218,http://tong.visitkorea.or.kr/cms/resource/70/2484270_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2484270_image2_1.jpg,A02,A0203,A02030100,12
129537,각산,경상남도 사천시 수도골안길 24,(동림동),36,8,128.0749417370,34.9396404117,20231214154352,http://tong.visitkorea.or.kr/cms/resource/78/2031478_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2031478_image3_1.jpg,A01,A0101,A01010400,12
1887368,각시바우오름,제주특별자치도 서귀포시 호근동 2112,(호근동),39,3,126.5269445463,33.2767800518,20231204162753,,,A01,A0101,A01010400,12
127241,각연사(괴산),충청북도 괴산군 칠성면 각연길 451,,33,1,127.9274860663,36.7543041419,20240718140858,http://tong.visitkorea.or.kr/cms/resource/73/3334573_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/73/3334573_image3_1.JPG,A02,A0201,A02010800,12
125885,각원사,충청남도 천안시 동남구 각원사길 245,(안서동),34,12,127.1970050154,36.8340789963,20230725095840,http://tong.visitkorea.or.kr/cms/resource/87/2648687_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2648687_image3_1.jpg,A02,A0201,A02010800,12
580102,각흘도,전라남도 진도군 조도면 관매작흘도길 6,,38,21,126.0510943280,34.2577606440,20231207152905,,,A01,A0101,A01011300,12
1956297,간곡서원,충청남도 부여군 임천면 성흥로283번길 31-2,,34,6,126.9086790356,36.1825209212,20240729170854,http://tong.visitkorea.or.kr/cms/resource/69/3339469_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3339469_image3_1.jpg,A02,A0201,A02010700,12
2763807,간데메공원,서울특별시 동대문구 서울시립대로2길 59,(답십리동),1,11,127.0490977427,37.5728520032,20231213161919,,,A02,A0202,A02020700,12
126792,간성향교,강원특별자치도 고성군 간성읍 진부령로 2659,(간성읍),32,2,128.4389748268,38.3778814721,20240613134224,,,A02,A0201,A02010700,12
129181,간월도 어리굴젓 기념탑,충청남도 서산시 부석면 간월도리,,34,7,126.4136207466,36.6057304945,20240725171039,http://tong.visitkorea.or.kr/cms/resource/59/3337959_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3337959_image3_1.jpg,A02,A0205,A02050200,12
129045,간월도마을,충청남도 서산시 부석면 간월도리,,34,7,126.4227029018,36.6192846446,20230610062715,http://tong.visitkorea.or.kr/cms/resource/20/2518020_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2518020_image2_1.jpg,A02,A0203,A02030100,12
128213,간월산,울산광역시 울주군 상북면 간월산길 614,,7,5,129.0480650268,35.5561610255,20240610130726,http://tong.visitkorea.or.kr/cms/resource/02/3078002_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/02/3078002_image3_1.bmp,A01,A0101,A01010400,12
128205,간월산 자연휴양림,울산광역시 울주군 상북면 등억알프스로 607-15,,7,5,129.0560529115,35.5671043874,20240318160200,http://tong.visitkorea.or.kr/cms/resource/99/609199_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/609199_image3_1.jpg,A01,A0101,A01010600,12
125880,간월암(서산),충청남도 서산시 부석면 간월도1길 119-29,,34,7,126.4114209947,36.6038362307,20240703145643,,,A02,A0201,A02010800,12
