contentid,title,addr1,addr2,areacode,sigungucode,mapx,mapy,modifiedtime,firstimage,firstimage2,cat1,cat2,cat3,contenttypeid
2782765,곰내연밭,부산광역시 기장군 철마면 웅천리 254-4,,6,3,129.1695450043,35.2954092493,20231221173259,http://tong.visitkorea.or.kr/cms/resource/58/2794158_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2794158_image2_1.jpg,A01,A0101,A01010700,12
2611588,곰달래꿈마을,서울특별시 양천구 곰달래로 36,,1,19,126.8376404865,37.5286144689,20230602174516,http://tong.visitkorea.or.kr/cms/resource/86/2611586_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/86/2611586_image2_1.bmp,A02,A0203,A02030100,12
1608654,곰소염전,전북특별자치도 부안군 진서면,,37,6,126.6170703047,35.5927553986,20240429110546,,,A01,A0101,A01011800,12
127690,곰소항,전북특별자치도 부안군 진서면 곰소리,,37,6,126.6054465080,35.5861059588,20240118102958,http://tong.visitkorea.or.kr/cms/resource/25/2367225_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2367225_image3_1.jpg,A01,A0101,A01011400,12
750834,곱돌광산약수터,경기도 하남시 창우동,산 27-7번지 외 필지,31,30,127.2429982248,37.5215753492,20221117103427,http://tong.visitkorea.or.kr/cms/resource/18/739018_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/739018_image3_1.jpg,A01,A0101,A01011000,12
2713660,공간 와디즈,서울특별시 성동구 연무장1길 7-1,(성수동2가),1,16,127.0505511791,37.5449913775,20230927141900,,,A02,A0203,A02030400,12
2536196,공곶이,경상남도 거제시 일운면,,36,1,128.7139287523,34.7945847123,20230705134634,http://tong.visitkorea.or.kr/cms/resource/08/2536108_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2536108_image3_1.jpg,A02,A0204,A02040800,12
749192,공덕동 족발 골목,서울특별시 마포구 임정로21길 12-4,(신공덕동),1,13,126.9531378467,37.5444202509,20231113140404,http://tong.visitkorea.or.kr/cms/resource/55/739955_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/739955_image3_1.jpg,A02,A0203,A02030600,12
2478972,공룡공원,대구광역시 남구 용두2길 43,,4,1,128.6034408589,35.8300524321,20240814154023,http://tong.visitkorea.or.kr/cms/resource/50/3348450_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3348450_image3_1.jpg,A02,A0202,A02020600,12
2784124,공룡발자국공원,울산광역시 중구 유곡동 259-2,,7,1,129.3061895174,35.5626623497,20230313100116,http://tong.visitkorea.or.kr/cms/resource/32/2800032_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/32/2800032_image2_1.JPG,A02,A0202,A02020600,12
2778914,공룡테마공원,전북특별자치도 익산시 왕궁면 호반로 8,,37,9,127.1026056450,35.9907045238,20240118174312,http://tong.visitkorea.or.kr/cms/resource/53/2781553_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2781553_image2_1.jpg,A02,A0202,A02020600,12
2568681,공릉천,경기도 고양시 덕양구 신원동,,31,2,126.8792767302,37.6845387417,20240828152328,,,A01,A0101,A01011800,12
3032487,공릉호,경기도 파주시 조리읍 장곡리,,31,27,126.8360621437,37.7504164056,20231106180910,,,A02,A0202,A02020700,12
2771931,공리저수지,충청남도 홍성군 구항면 오봉리,,34,15,126.6108364279,36.5999123337,20230209173418,,,A01,A0101,A01011800,12
125895,공림사,충청북도 괴산군 청천면 괴산로공림길 104,,33,1,127.8159578308,36.6318467019,20240202135556,,,A02,A0201,A02010800,12
2792585,공마당둘레길,전라남도 순천시 금곡동 134-2,,38,11,127.4783575169,34.9548283012,20231102101424,http://tong.visitkorea.or.kr/cms/resource/12/2795912_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2795912_image2_1.jpg,A03,A0302,A03022700,12
3038480,공산성 광복루,충청남도 공주시 금성동,,34,1,127.1295129429,36.4603485194,20231114100053,http://tong.visitkorea.or.kr/cms/resource/74/3038474_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/74/3038474_image3_1.JPG,A02,A0201,A02010700,12
3038487,공산성 쌍수정,충청남도 공주시 금성동,,34,1,127.1256493485,36.4622843409,20231114100627,http://tong.visitkorea.or.kr/cms/resource/81/3038481_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/81/3038481_image3_1.JPG,A02,A0201,A02010700,12
2916020,공산성연지,충청남도 공주시 금성동,58,34,1,127.1284823825,36.4639258691,20240627132140,http://tong.visitkorea.or.kr/cms/resource/15/2916015_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2916015_image3_1.jpg,A02,A0201,A02010700,12
128610,공수어촌체험마을,부산광역시 기장군 기장읍 공수해안길 13-2,,6,3,129.2111944455,35.1844585662,20230703154223,http://tong.visitkorea.or.kr/cms/resource/32/2504632_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2504632_image2_1.jpg,A02,A0203,A02030100,12
125651,공수전계곡,강원특별자치도 양양군 서면 공수전리,,32,7,128.5611022078,38.0340155463,20240612090041,http://tong.visitkorea.or.kr/cms/resource/05/3045905_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3045905_image3_1.jpg,A01,A0101,A01010900,12
1626469,공수전리 마을관리휴양지,강원특별자치도 양양군 서면 구룡령로 2829-7,(공수전리),32,7,128.5594244943,38.0368457410,20231103134546,http://tong.visitkorea.or.kr/cms/resource/96/1583296_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1583296_image3_1.jpg,A02,A0203,A02030100,12
3090542,공업탑,울산광역시 남구 신정동,1234,7,2,129.3093427530,35.5366264476,20240129164635,http://tong.visitkorea.or.kr/cms/resource/36/3090536_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/36/3090536_image3_1.JPG,A02,A0205,A02050600,12
125606,공작산,강원특별자치도 홍천군 동면,", 화촌면",32,16,128.0100618204,37.7157058762,20240828181039,,,A01,A0101,A01010400,12
3036718,공작산생태숲,강원특별자치도 홍천군 영귀미면 수타사로 409,,32,16,127.9547146295,37.6965320616,20231110165820,http://tong.visitkorea.or.kr/cms/resource/96/3036696_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3036696_image3_1.jpg,A01,A0101,A01010500,12
1927855,공전자연학교,충청북도 제천시 봉양읍 의암로 345,,33,7,128.0799648552,37.1142266986,20240828175056,,,A02,A0206,A02061400,12
2833788,공정여행풍덩,전북특별자치도 진안군 노래재로 2,,37,14,127.3928416861,35.8562304611,20240620153802,,,A02,A0203,A02030400,12
129557,공주 갑사 철당간,충청남도 공주시 계룡면 갑사로 567-3,,34,1,127.1873630896,36.3655131816,20240826152119,,,A02,A0201,A02010800,12
127239,공주 계룡산 중악단,충청남도 공주시 계룡면 신원사동길 1,(계룡면),34,1,127.1839669782,36.3355276659,20230906140356,http://tong.visitkorea.or.kr/cms/resource/21/2518221_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2518221_image2_1.jpg,A02,A0201,A02010900,12
125949,공주 공산성 [유네스코 세계유산],충청남도 공주시 웅진로 280,(금성동),34,1,127.1268075582,36.4629981682,20240508155144,http://tong.visitkorea.or.kr/cms/resource/75/2678675_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2678675_image3_1.jpg,A02,A0201,A02010200,12
126681,공주 무령왕릉과 왕릉원[유네스코 세계유산],충청남도 공주시 왕릉로 37-2,(웅진동),34,1,127.1142781461,36.4622841408,20240613143827,,,A02,A0201,A02010700,12
231954,공주 반죽동당간지주,충청남도 공주시 제민1길 15,,34,1,127.1226193499,36.4516966118,20240619092157,,,A02,A0201,A02010800,12
2524982,공주 산림휴양마을,충청남도 공주시 수원지공원길 222,(금학동),34,1,127.1193231588,36.4244107932,20230321101833,http://tong.visitkorea.or.kr/cms/resource/06/2690606_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2690606_image3_1.jpg,A02,A0203,A02030100,12
127237,공주 석장리 유적,충청남도 공주시 금벽로 990,(석장리동),34,1,127.1894301333,36.4476510306,20230330143911,http://tong.visitkorea.or.kr/cms/resource/76/2439676_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2439676_image3_1.jpg,A02,A0201,A02010700,12
128113,공주 우금치 전적,충청남도 공주시 금학동,,34,1,127.1122013476,36.4328569221,20240717212247,http://tong.visitkorea.or.kr/cms/resource/21/3334021_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3334021_image3_1.jpg,A02,A0201,A02010700,12
129345,공주 원골마을,충청남도 공주시 신풍면 원골예술길 94,,34,1,126.9616067637,36.5277683917,20231214134759,http://tong.visitkorea.or.kr/cms/resource/21/1961121_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/1961121_image3_1.jpg,A02,A0203,A02030100,12
250257,공주 정지산 유적,충청남도 공주시 금성동,,34,1,127.1175998755,36.4695139254,20230414093449,http://tong.visitkorea.or.kr/cms/resource/79/2734979_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2734979_image2_1.jpg,A02,A0201,A02010700,12
2613461,공주 중동성당,충청남도 공주시 성당길 6,(중동),34,1,127.1277076887,36.4551824131,20240726155013,http://tong.visitkorea.or.kr/cms/resource/04/3338804_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3338804_image3_1.jpg,A02,A0201,A02010900,12
3038543,공주 환경성 건강 센터,충청남도 공주시 금학동,,34,1,127.1259251817,36.4304352185,20231114102613,http://tong.visitkorea.or.kr/cms/resource/36/3038536_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3038536_image3_1.jpg,A02,A0202,A02020500,12
127240,공주 황새바위 순교성지,충청남도 공주시 왕릉로 118,(금성동),34,1,127.1200831370,36.4639201663,20231227132555,http://tong.visitkorea.or.kr/cms/resource/86/2518286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2518286_image2_1.jpg,A02,A0201,A02010900,12
126990,공주상신리 당간지주,충청남도 공주시 반포면,,34,1,127.2180070562,36.3844532202,20240828173336,http://tong.visitkorea.or.kr/cms/resource/21/3355621_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3355621_image3_1.jpg,A02,A0201,A02010800,12
231955,공주서혈사지,충청남도 공주시 시어골2길 96-9,(웅진동) 부근,34,1,127.1102373343,36.4440222740,20240726125649,http://tong.visitkorea.or.kr/cms/resource/66/3337966_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3337966_image3_1.jpg,A02,A0201,A02010700,12
2613458,공주제일교회,충청남도 공주시 제민1길 18,(봉황동),34,1,127.1225249329,36.4509911363,20231013144836,http://tong.visitkorea.or.kr/cms/resource/07/2393807_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2393807_image3_1.jpg,A02,A0201,A02010900,12
1859903,공주치즈스쿨,충청남도 공주시 신풍면 충의로 2358,,34,1,126.9400429862,36.4923581907,20240726130513,http://tong.visitkorea.or.kr/cms/resource/57/3338457_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3338457_image3_1.jpg,A02,A0203,A02030400,12
1954463,공주향교,충청남도 공주시 향교1길 26,(교동),34,1,127.1168863516,36.4583568588,20240828174540,http://tong.visitkorea.or.kr/cms/resource/53/3355653_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3355653_image3_1.jpg,A02,A0201,A02010700,12
129004,공지천 조각공원,강원특별자치도 춘천시 옛경춘로 880 (근화동),,32,13,127.7126813699,37.8732986704,20240612092022,http://tong.visitkorea.or.kr/cms/resource/31/3072531_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/3072531_image3_1.jpg,A02,A0206,A02060300,12
127617,공지천(황금비늘테마거리),강원특별자치도 춘천시 이디오피아길 25,,32,13,127.7094955095,37.8746484542,20240826104002,,,A02,A0202,A02020700,12
2710586,공지천유원지,강원특별자치도 춘천시 이디오피아길 25,(근화동),32,13,127.7096010535,37.8746901179,20240821155739,http://tong.visitkorea.or.kr/cms/resource/52/2739752_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2739752_image3_1.jpg,A02,A0202,A02020700,12
2660638,공항교강변공원,대구광역시 북구 복현동,,4,5,128.6259646705,35.9012142369,20240808165510,,,A02,A0202,A02020700,12
126787,공현진1리해변,강원특별자치도 고성군 죽왕면,공현진1리,32,2,128.5106302561,38.3508443520,20240828140523,http://tong.visitkorea.or.kr/cms/resource/27/3007927_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/3007927_image3_1.jpg,A01,A0101,A01011200,12
2712573,공현진항,강원특별자치도 고성군 죽왕면 공현진리,,32,2,128.4977090190,38.3569572766,20230703164421,,,A01,A0101,A01011400,12
1910823,과개안(너븐개) 해안,울산광역시 동구 등대로 일산동,,7,3,129.4399548400,35.4922811141,20231122170252,http://tong.visitkorea.or.kr/cms/resource/47/1803647_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1803647_image3_1.jpg,A01,A0101,A01011100,12
2648488,과일나라테마공원,충청북도 영동군 영동읍 영동힐링로 248,,33,4,127.7926146028,36.1611667384,20230804165129,http://tong.visitkorea.or.kr/cms/resource/76/2648476_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/76/2648476_image2_1.bmp,A02,A0202,A02020600,12
2615457,과천 은행나무길,경기도 과천시 교육원로 86,(중앙동),31,3,126.9797304785,37.4242763437,20230404151718,,,A01,A0101,A01010500,12
2747760,과천서울대공원기린나라키즈체험,경기도 과천시 대공원광장로 80,(막계동),31,3,127.0111412395,37.4339007896,20230915160532,http://tong.visitkorea.or.kr/cms/resource/29/2747829_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2747829_image2_1.jpg,A02,A0203,A02030400,12
2615455,과천야생화자연학습장,경기도 과천시 교육원로 118,(중앙동),31,3,126.9736144071,37.4228847293,20230711110547,,,A01,A0101,A01010700,12
128580,과천향교,경기도 과천시 자하동길 18,,31,3,126.9874128521,37.4335476279,20230912164329,http://tong.visitkorea.or.kr/cms/resource/49/734349_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/734349_image3_1.jpg,A02,A0201,A02010700,12
2733969,과학동아천문대,서울특별시 용산구 청파로 109,(한강로3가),1,21,126.9633788820,37.5337300099,20230802191450,http://tong.visitkorea.or.kr/cms/resource/33/2741633_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/33/2741633_image2_1.png,A01,A0101,A01010500,12
580302,곽도,전라남도 진도군 조도면 맹골곽도길 23,,38,21,125.8592348190,34.1974338073,20231208161141,,,A01,A0101,A01011300,12
127870,곽지해수욕장 (곽지과물해변),제주특별자치도 제주시 애월읍 곽지리 1565,,39,4,126.3031045774,33.4485353054,20240717213612,http://tong.visitkorea.or.kr/cms/resource/30/3053130_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3053130_image3_1.jpg,A01,A0101,A01011200,12
1956436,관곡서원,전북특별자치도 임실군 지사면 관기1길 32-7,,37,10,127.3597153262,35.5971481855,20240118174312,,,A02,A0201,A02010700,12
1586295,관곡서원 소장 전적 및 고문서,전북특별자치도 임실군 지사면 관기1길 32-7,(지사면),37,10,127.3597153262,35.5971481855,20240118174312,,,A02,A0201,A02010700,12
756629,관곡지,경기도 시흥시 관곡지로 93,(하중동),31,14,126.8040692923,37.4026590567,20231116102808,,,A01,A0101,A01011800,12
3056205,관곶,제주특별자치도 제주시 조천읍 조함해안로 217-1,,39,4,126.6440808896,33.5532541319,20231204102922,http://tong.visitkorea.or.kr/cms/resource/63/3056163_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3056163_image3_1.jpg,A01,A0101,A01010500,12
2826761,관광커뮤니티센터 여기,경상북도 안동시 축제장길 210 탈춤공연장,,35,11,128.7315893566,36.5606995743,20240529151330,http://tong.visitkorea.or.kr/cms/resource/70/2826670_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2826670_image3_1.jpg,A02,A0202,A02020200,12
1608980,관덕정,대구광역시 남구 앞산순환로 320 (대명동),,4,1,128.5626722827,35.8280491300,20240820100639,http://tong.visitkorea.or.kr/cms/resource/58/3350158_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/3350158_image3_1.jpg,A02,A0201,A02010700,12
126460,관덕정(제주),제주특별자치도 제주시 관덕로 19,(삼도이동),39,4,126.5219701925,33.5132954930,20231208145246,http://tong.visitkorea.or.kr/cms/resource/75/2513575_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2513575_image2_1.jpg,A02,A0201,A02010100,12
127069,관덕정의 각궁,광주광역시 남구 사직길 49,,5,2,126.9118638245,35.1419253355,20240820094247,http://tong.visitkorea.or.kr/cms/resource/46/3350246_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3350246_image3_1.jpg,A02,A0201,A02010700,12
2785906,관동마을,경상남도 하동군 적량면 관리,,36,18,127.7660205704,35.0855380447,20240423220124,http://tong.visitkorea.or.kr/cms/resource/71/2788071_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2788071_image2_1.jpg,A02,A0201,A02010600,12
1957989,관란서원,경상북도 경산시 용성면 서원천로 268-21,,35,1,128.8571307064,35.7925752543,20231116162709,,,A02,A0201,A02010700,12
126575,관룡사,경상남도 창녕군 창녕읍 화왕산관룡사길 171,(창녕읍),36,15,128.5534645773,35.5319601845,20231120152505,http://tong.visitkorea.or.kr/cms/resource/28/2563128_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2563128_image3_1.jpg,A02,A0201,A02010800,12
127549,관매도,전라남도 진도군 조도면 관매도길 71,,38,21,126.0520835135,34.2411375211,20240513175608,http://tong.visitkorea.or.kr/cms/resource/31/2824531_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2824531_image3_1.jpg,A01,A0101,A01011300,12
776082,관문사(서울),서울특별시 서초구 바우뫼로7길 111,(우면동),1,15,127.0222641043,37.4737408098,20231205174150,http://tong.visitkorea.or.kr/cms/resource/66/1928066_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1928066_image3_1.jpg,A02,A0201,A02010800,12
2748990,관문체육공원,경기도 과천시 중앙로 294,(관문동),31,3,126.9963618169,37.4414163194,20240808133902,http://tong.visitkorea.or.kr/cms/resource/85/3344885_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/85/3344885_image3_1.JPG,A02,A0202,A02020700,12
128981,관방제림,전라남도 담양군 담양읍 객사리1,"(객사리, 남산리 일원)",38,7,126.9856027140,35.3239643462,20240826020245,,,A01,A0101,A01010700,12
125988,관북리유적과 부소산성 [유네스코 세계유산],충청남도 부여군 부여읍 부소로 15,,34,6,126.9133647824,36.2855314361,20240509110334,,,A02,A0201,A02010200,12
2717329,관사골작업실 협동조합,경상북도 영주시 두서길19번길 10,(영주동),35,14,128.6187304939,36.8286362591,20240618154338,http://tong.visitkorea.or.kr/cms/resource/50/2820450_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2820450_image2_1.jpg,A02,A0203,A02030400,12
580311,관사도,전라남도 진도군 조도면 관사도길 20-10,,38,21,125.9753331373,34.3094980868,20231213133657,,,A01,A0101,A01011300,12
1959487,관산서당,경상남도 창녕군 고암면 월미상월길 115,(고암면),36,15,128.5223079142,35.5709107777,20231117104857,,,A02,A0201,A02010700,12
126623,관성묘,전북특별자치도 전주시 완산구 남고산성1길 171 (동서학동),,37,12,127.1608305681,35.7959416016,20240826100811,,,A02,A0201,A02010700,12
1621854,관성솔밭해변,경상북도 경주시 양남면 양남로 68-24,,35,2,129.4525044810,35.6622372466,20240605141949,,,A01,A0101,A01011200,12
1942348,관수옥과 초량왜관 터,부산광역시 중구 용두산길 37-55,(광복동2가),6,15,129.0327483723,35.1005396593,20240520144013,http://tong.visitkorea.or.kr/cms/resource/22/3049222_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/22/3049222_image3_1.JPG,A02,A0201,A02010700,12
126480,관악산,서울특별시 관악구 관악로,(신림동),1,5,126.9540987991,37.4484036407,20240520102329,,,A01,A0101,A01010400,12
126513,관악산 낙성대공원,서울특별시 관악구 낙성대로 77,,1,5,126.9602475997,37.4711316683,20240513131748,,,A02,A0201,A02010700,12
756580,관악산 생태공원,서울특별시 관악구 석수동,,1,5,126.9260354605,37.4208230076,20240607144404,,,A01,A0101,A01010500,12
756594,관악산 호수공원,서울특별시 관악구 대학동,,1,5,126.9472769143,37.4584717950,20230503130653,http://tong.visitkorea.or.kr/cms/resource/16/1570716_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/1570716_image3_1.jpg,A02,A0202,A02020700,12
2755451,관악산계곡,서울특별시 관악구 관악로 1,(신림동),1,5,126.9474796557,37.4591022811,20230324112718,,,A01,A0101,A01010900,12
756590,관악산공원 야외식물원,서울특별시 관악구 대학동 203번지 일대,,1,5,126.9472963541,37.4585690064,20240826161623,http://tong.visitkorea.or.kr/cms/resource/45/755545_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/755545_image3_1.jpg,A01,A0101,A01010700,12
3081140,관악산자연공원,서울특별시 관악구 신림동,산27-1,1,5,126.9455546273,37.4663402951,20240115102153,http://tong.visitkorea.or.kr/cms/resource/38/3081138_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/38/3081138_image3_1.JPG,A01,A0101,A01010500,12
297984,관암사(대구),대구광역시 동구 갓바위로 350,(능성동),4,4,128.7333808444,35.9775409155,20231109120044,http://tong.visitkorea.or.kr/cms/resource/44/1021244_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1021244_image3_1.jpg,A02,A0201,A02010800,12
767764,관음굴(삼척 대이리 동굴지대),강원특별자치도 삼척시 신기면 환선로 557,,32,4,129.0439386855,37.3295813487,20240603161537,http://tong.visitkorea.or.kr/cms/resource/09/3039209_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3039209_image3_1.jpg,A01,A0101,A01011900,12
2616077,"관음도 (울릉도, 독도 국가지질공원)",경상북도 울릉군 북면 천부리,,35,17,130.9214066415,37.5432169354,20230203100401,,,A01,A0101,A01011300,12
2712953,관음변상탱화,강원특별자치도 평창군 진부면 오대산로 374-8,,32,15,128.5931613749,37.7317317795,20230703201146,,,A02,A0201,A02010800,12
717093,관음봉,전북특별자치도 부안군 진서면 석포리,,37,6,126.5827503888,35.6224792183,20240118111312,,,A01,A0101,A01010400,12
2785265,관음사,부산광역시 사하구 제석로79번길 33,(당리동),6,10,128.9758058697,35.1091043203,20230911200534,http://tong.visitkorea.or.kr/cms/resource/07/2790707_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/2790707_image2_1.JPG,A02,A0201,A02010800,12
297986,관음사(고령),경상북도 고령군 대가야읍 주산순환길 147,,35,3,128.2664454450,35.7329933639,20240814155356,,,A02,A0201,A02010800,12
128082,관음사(곡성),전라남도 곡성군 오산면 성덕관음길 453,,38,3,127.1653257044,35.2147380918,20230913154849,,,A02,A0201,A02010800,12
297989,관음사(대구),대구광역시 동구 둔산로 535,(도동),4,4,128.6651523890,35.9189546191,20240814110827,http://tong.visitkorea.or.kr/cms/resource/84/3348084_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/3348084_image3_1.jpg,A02,A0201,A02010800,12
1581045,관음사(무주),전북특별자치도 무주군 설천면 양지길 92-38,(설천면),37,5,127.7853446231,36.0004793474,20240530175130,http://tong.visitkorea.or.kr/cms/resource/22/3064622_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/22/3064622_image3_1.JPG,A02,A0201,A02010800,12
126916,관음사(서울),서울특별시 관악구 승방1길 109-80,(남현동),1,5,126.9765239933,37.4676601403,20231204172512,http://tong.visitkorea.or.kr/cms/resource/03/566503_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/566503_image3_1.jpg,A02,A0201,A02010800,12
126456,관음사(제주),제주특별자치도 제주시 산록북로 660,(아라일동),39,4,126.5581440803,33.4237615317,20240725110256,,,A02,A0201,A02010800,12
1622923,관음사(창녕),경상남도 창녕군 도천면 영산도천로 11-14,,36,15,128.5064415854,35.4055846774,20231205134547,,,A02,A0201,A02010800,12
125645,관음사·국형사계곡,강원특별자치도 원주시 고문골길 169 (행구동),,32,9,128.0141255047,37.3336557250,20240610092928,http://tong.visitkorea.or.kr/cms/resource/29/3045629_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/3045629_image3_1.jpg,A01,A0101,A01010900,12
2779550,관음사국기봉,서울특별시 관악구 남현동 산 62-1,,1,5,126.9767878655,37.4674073967,20231218174557,http://tong.visitkorea.or.kr/cms/resource/56/2796456_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2796456_image2_1.jpg,A01,A0101,A01010400,12
129665,관음사석탑,충청남도 아산시 영인면 여민루길 122,,34,9,126.9534072129,36.8461566218,20240724163259,http://tong.visitkorea.or.kr/cms/resource/08/3337308_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3337308_image3_1.jpg,A02,A0205,A02050200,12
125455,관음산,경기도 포천시 이동면,", 영북면",31,29,127.3111023223,38.0285731445,20240726153802,http://tong.visitkorea.or.kr/cms/resource/75/3337775_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3337775_image3_1.jpg,A01,A0101,A01010400,12
1967039,관음정사(김해),경상남도 김해시 진례면 평지길 299,(진례면),36,4,128.7308658349,35.2214122452,20231205150133,,,A02,A0201,A02010800,12
1597967,관응사(김제),전북특별자치도 김제시 금구면 선비로 1354-42,,37,3,127.0574815933,35.7897238525,20240118112640,,,A02,A0201,A02010800,12
2792972,관점마을,경상남도 하동군 청암면 관점길 66,,36,18,127.7982773373,35.1438070544,20231031104408,http://tong.visitkorea.or.kr/cms/resource/48/2796748_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2796748_image2_1.jpg,A02,A0203,A02030100,12
125905,관촉사(논산),충청남도 논산시 관촉로1번길 25,(관촉동),34,3,127.1136855228,36.1888348777,20231209160738,,,A02,A0201,A02010800,12
250428,관해정,경상남도 창원시 마산합포구 관해정길 17,,36,16,128.5617225497,35.2112741959,20230802202735,http://tong.visitkorea.or.kr/cms/resource/64/2484464_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2484464_image2_1.jpg,A02,A0201,A02010700,12
2818242,관호산성,경상북도 칠곡군 약목면 관호리,일원,35,22,128.3942235650,36.0169440703,20240510140005,,,A02,A0201,A02010200,12
1605990,관훈동 민씨 가옥 (구 부마도위박영효가옥),서울특별시 중구 퇴계로34길 28,,1,24,126.9935754302,37.5585082277,20240611105524,http://tong.visitkorea.or.kr/cms/resource/88/3077788_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/88/3077788_image3_1.JPG,A02,A0201,A02010400,12
753747,광개토태왕비ㆍ동상,경기도 구리시 장자대로 34,,31,6,127.1309204428,37.5870296093,20230823151159,http://tong.visitkorea.or.kr/cms/resource/15/2480715_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2480715_image2_1.jpg,A02,A0205,A02050400,12
3081014,광경사지 석불좌상,충청남도 홍성군 홍성읍 내법길 81-23,,34,15,126.6795242974,36.6141868795,20240115141625,http://tong.visitkorea.or.kr/cms/resource/12/3081012_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/12/3081012_image3_1.JPG,A02,A0201,A02010700,12
2633915,광교 프라이부르크전망대,경기도 수원시 영통구 광교호수공원로 102,(하동),31,13,127.0638020287,37.2750784751,20230915170857,,,A02,A0205,A02050600,12
