contentid,title,addr1,addr2,areacode,sigungucode,mapx,mapy,modifiedtime,firstimage,firstimage2,cat1,cat2,cat3,contenttypeid,NX,NY
127031,무주 구천동 33경,전북특별자치도 무주군 설천면 백련사길 580,,37.0,5.0,127.766639,35.85947837,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/33/3304433_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/3304433_image3_1.jpg,A01,A0101,A01010500,12,73,89
1624914,무주 구천동 관광특구,전북특별자치도 무주군,"설천면(삼공리, 심곡리)",37.0,5.0,127.7761537,35.89920736,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/60/3064560_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/60/3064560_image3_1.JPG,A02,A0202,A02020200,12,73,90
802004,무주 금척마을(금자마을),전북특별자치도 무주군 무풍면 탄방로 181,,37.0,5.0,127.8825896,35.96981791,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/50/2513850_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2513850_image2_1.jpg,A02,A0203,A02030100,12,75,91
1933854,무주 무풍승지마을,전북특별자치도 무주군 무풍면 철목길 61,,37.0,5.0,127.8397048,35.96004325,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/99/1929699_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1929699_image3_1.jpg,A02,A0203,A02030100,12,74,91
129561,무주 반디랜드,전북특별자치도 무주군 설천면 무설로 1324,,37.0,5.0,127.7587605,36.01323575,20240800000000.0,,,A02,A0202,A02020700,12,73,92
709075,무주 삼공리 반송,전북특별자치도 무주군 설천면 삼공리 산31,산 31,37.0,5.0,127.7771867,35.91120324,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/39/711339_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/711339_image3_1.jpg,A01,A0102,A01020100,12,73,90
126768,무주 신풍령약수터,전북특별자치도 무주군 무풍면 구천동로,,37.0,5.0,127.8105209,35.8707862,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/46/711846_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/711846_image3_1.jpg,A01,A0101,A01011000,12,74,89
126908,무주 적상산성,전북특별자치도 무주군 적상면 괴목리,,37.0,5.0,127.6838104,35.95447721,20240600000000.0,,,A02,A0201,A02010200,12,72,91
128950,무주 지전마을 옛 담장,전북특별자치도 무주군 설천면 길산리 48-1,,37.0,5.0,127.7455474,36.02714505,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/89/2366389_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2366389_image3_1.jpg,A02,A0201,A02010600,12,73,92
129566,무주 트리스쿨,전북특별자치도 무주군 무주읍 무주로 1788-9,,37.0,5.0,127.651146,35.9784739,20240500000000.0,,,A02,A0203,A02030400,12,71,91
2002500,무주 호롱불마을,전북특별자치도 무주군 설천면 무설로 682,,37.0,5.0,127.7141477,36.01710674,20240100000000.0,,,A02,A0203,A02030100,12,72,92
2606127,무주구천동 월하탄 계곡,전북특별자치도 무주군 설천면 삼공리,,37.0,5.0,127.7769789,35.89038338,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/63/3351263_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3351263_image3_1.jpg,A01,A0101,A01010900,12,73,90
790325,무주국제화교육센터,전북특별자치도 무주군 무주읍 한풍루로 326-36,(무주읍),37.0,5.0,127.663461,36.00201311,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/63/1247163_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/1247163_image3_1.jpg,A02,A0204,A02040800,12,71,92
126718,무주덕유산리조트,전북특별자치도 무주군 설천면 만선로 185,(설천면),37.0,5.0,127.7313941,35.8897993,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/66/2003266_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/66/2003266_image2_1.JPG,A02,A0202,A02020200,12,73,90
129565,무주리조트 관광곤도라,전북특별자치도 무주군 설천면 만선로 185,,37.0,5.0,127.7429819,35.89184927,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/86/3064386_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/86/3064386_image3_1.JPG,A02,A0202,A02020200,12,73,90
778333,무주머루와인동굴,전북특별자치도 무주군 적상면 산성로 359,,37.0,5.0,127.6975367,35.96496515,20240500000000.0,,,A02,A0203,A02030400,12,72,91
3040153,무주목재문화체험장,전북특별자치도 무주군 무주읍 오산리,1층,37.0,5.0,127.6720096,36.02453292,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/25/3040125_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/25/3040125_image3_1.JPG,A02,A0203,A02030400,12,71,92
1200089,무주채폭포,경기도 가평군 북면 제령리,,31.0,1.0,127.4408937,38.01275238,20240100000000.0,,,A01,A0101,A01010800,12,67,135
127627,무주한풍루,전북특별자치도 무주군 무주읍 한풍루로 326-5,,37.0,5.0,127.6623666,36.00398231,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/25/712025_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/712025_image3_1.jpg,A02,A0201,A02010700,12,71,92
129562,무주향교,전북특별자치도 무주군 무주읍 단천로 135,(무주읍),37.0,5.0,127.6660106,36.00838465,20240100000000.0,,,A02,A0201,A02010700,12,71,92
2706626,무주향로산자연휴양림,전북특별자치도 무주군 무주읍 무학로 153-36,,37.0,5.0,127.6699126,36.02405238,20240100000000.0,,,A01,A0101,A01010600,12,71,92
2754494,무지개놀이터,울산광역시 남구 선암호수길 114-8,(선암동),7.0,2.0,129.3223783,35.51737886,20230900000000.0,http://tong.visitkorea.or.kr/cms/resource/20/2754520_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2754520_image2_1.jpg,A02,A0203,A02030400,12,101,82
2796807,무지개폭포,경상남도 양산시 평산동,,36.0,10.0,129.1471279,35.38170748,20231000000000.0,http://tong.visitkorea.or.kr/cms/resource/93/2797793_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2797793_image2_1.jpg,A01,A0101,A01010800,12,98,79
2663439,무지갯빛 해안도로,경상남도 사천시 용현면,(송지리 일원 ~ 대포동 일원 해안도로),36.0,8.0,128.0482506,35.01027368,20230600000000.0,http://tong.visitkorea.or.kr/cms/resource/47/2714847_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2714847_image2_1.jpg,A01,A0101,A01010500,12,79,70
1348752,무지돌이마을,경상남도 고성군 개천면 나선길 81-9,,36.0,3.0,128.316152,35.122177,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/16/2485716_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2485716_image2_1.jpg,A02,A0203,A02030100,12,83,73
742537,무진고성지,광주광역시 북구 무진성길 190,(두암동),5.0,4.0,126.9464158,35.16448726,20240500000000.0,,,A02,A0201,A02010200,12,59,73
304816,무진암(),충청남도 부여군 외산면 무량로 181-17,,34.0,6.0,126.6929421,36.31414379,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/33/2690233_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2690233_image3_1.jpg,A02,A0201,A02010800,12,54,98
250417,무진정(함안),경상남도 함안군 함안면 괴산4길 25,,36.0,19.0,128.4227724,35.25545839,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/62/3318062_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3318062_image3_1.jpg,A02,A0201,A02010700,12,85,76
129044,무창포어촌체험마을,충청남도 보령시 웅천읍 열린바다2길 46,,34.0,5.0,126.5417463,36.24868481,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/46/3048146_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3048146_image3_1.jpg,A02,A0203,A02030100,12,52,97
2615566,무창포항,충청남도 보령시 웅천읍 열린바다2길 46,,34.0,5.0,126.5370495,36.24849031,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/41/3349941_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/41/3349941_image3_1.JPG,A01,A0101,A01011400,12,51,97
125841,무창포해수욕장,충청남도 보령시 웅천읍 열린바다1길 10,,34.0,5.0,126.5365469,36.2445352,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/40/2022140_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2022140_image3_1.jpg,A01,A0101,A01011200,12,51,97
127092,무척산,"경상남도 김해시 생림면, 상동면",,36.0,4.0,128.8649589,35.35109736,20240500000000.0,,,A01,A0101,A01010400,12,93,78
1620640,무태돈대,인천광역시 강화군 하점면 창후로,,2.0,1.0,126.3550778,37.77162763,20240600000000.0,,,A02,A0201,A02010200,12,48,130
127576,무학산,경상남도 창원시 마산합포구 교방동7길 3,(교방동),36.0,16.0,128.5358943,35.21105986,20231100000000.0,,,A01,A0101,A01010400,12,87,75
3015171,무학산 원각사,경상남도 창원시 마산합포구 서원곡1길 106-43 (교방동),,36.0,16.0,128.5566397,35.20959374,20240700000000.0,,,A02,A0201,A02010800,12,88,75
2657714,무한의다리,전라남도 신안군 자은면,,38.0,12.0,126.061264,34.91931418,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/25/2649825_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2649825_image3_1.jpg,A02,A0205,A02050100,12,43,68
2738047,무흘구곡선바위,경상북도 성주군 금수면 영천길 210,,35.0,10.0,128.0634635,35.93271705,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/85/2738485_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2738485_image2_1.jpg,A01,A0102,A01020200,12,78,91
1958246,묵계서원,경상북도 안동시 길안면 국만리길 72,,35.0,11.0,128.9174299,36.41573349,20240600000000.0,,,A02,A0201,A02010700,12,93,102
129035,묵계서원 및 김씨 묵계종택,경상북도 안동시 길안면 충효로 1736-5,,35.0,11.0,128.9153939,36.41748603,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/36/201136_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/201136_image3_1.jpg,A02,A0201,A02010400,12,93,102
3057782,묵리계곡,경기도 용인시 처인구 이동읍 묵리,495-5,31.0,23.0,127.237517,37.17135192,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/78/3003078_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/3003078_image3_1.jpg,A01,A0101,A01010900,12,63,117
1956020,묵정서원,충청북도 청주시 상당구 낭성면 관정길 71-30,,33.0,10.0,127.6302027,36.61479807,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/95/3342095_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/95/3342095_image3_1.JPG,A02,A0201,A02010700,12,70,105
2762874,묵정어린이공원,서울특별시 중구 동호로31길 21,(충무로5가),1.0,24.0,127.0016135,37.56330504,20230500000000.0,,,A02,A0202,A02020700,12,59,126
129176,묵호등대,강원특별자치도 동해시 해맞이길 300,(묵호진동),32.0,3.0,129.1181335,37.55385697,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/84/2741884_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2741884_image3_1.jpg,A01,A0101,A01011600,12,96,126
129588,묵호항,강원특별자치도 동해시 일출로 22,(발한동),32.0,3.0,129.1125091,37.55038781,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/09/2678609_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2678609_image3_1.jpg,A01,A0101,A01011400,12,95,126
2774728,묵호항수변공원,강원특별자치도 동해시 일출로 92-11,(묵호진동),32.0,3.0,129.1174225,37.55098506,20240700000000.0,,,A02,A0202,A02020700,12,96,126
2610294,문경 가은오픈세트장,경상북도 문경시 가은읍 왕능길 112,,35.0,7.0,128.0621824,36.65395145,20240100000000.0,,,A02,A0203,A02030400,12,78,106
2633894,문경 오미자테마공원,경상북도 문경시 문경읍 새재로 715,,35.0,7.0,128.0824725,36.74328881,20230300000000.0,,,A02,A0202,A02020600,12,78,108
2657915,문경단산 모노레일,경상북도 문경시 문경읍,,35.0,7.0,128.1741841,36.7309808,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/42/3082742_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/3082742_image3_1.jpg,A02,A0203,A02030400,12,80,108
2613452,문경새재 3관문(조령관),경상북도 문경시 문경읍,,35.0,7.0,128.0577534,36.81071118,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/03/2392703_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2392703_image3_1.jpg,A02,A0201,A02010300,12,78,110
2720027,문경새재 반려동물 힐링센터,경상북도 문경시 문경읍 문경대로 2430,,35.0,7.0,128.0820865,36.74236669,20230300000000.0,,,A02,A0202,A02020700,12,78,108
2610293,문경새재 오픈세트장,경상북도 문경시 문경읍 새재로 932,,35.0,7.0,128.077003,36.76165327,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/10/2947510_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2947510_image3_1.jpg,A02,A0203,A02030400,12,78,109
126017,문경새재도립공원,경상북도 문경시 문경읍 새재로 932,,35.0,7.0,128.0770114,36.76165049,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/61/3009761_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3009761_image3_1.jpg,A01,A0101,A01010200,12,78,109
2753508,문경새재제1관문주흘관,경상북도 문경시 문경읍 새재로 1039,,35.0,7.0,128.0750918,36.77036612,20230100000000.0,,,A02,A0201,A02010300,12,78,109
2663845,문경생태미로공원,경상북도 문경시 문경읍,,35.0,7.0,128.0744393,36.76335303,20230900000000.0,,,A02,A0202,A02020700,12,78,109
2599737,문경에코월드,경상북도 문경시 가은읍 왕능길 114,,35.0,7.0,128.0569939,36.65817865,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/67/2599067_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2599067_image3_1.jpg,A02,A0204,A02040800,12,78,106
2554516,문경오미자체험촌 (문경오미자마을),경상북도 문경시 동로면 여우목로 2371-5,,35.0,7.0,128.2756762,36.78573475,20230500000000.0,http://tong.visitkorea.or.kr/cms/resource/14/2672714_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2672714_image3_1.jpg,A02,A0204,A02040600,12,82,109
2727507,문경오미자테마터널,경상북도 문경시 마성면 문경대로 1356-1,,35.0,7.0,128.1286263,36.6599381,20240500000000.0,,,A02,A0205,A02050500,12,79,106
126647,문경종합온천,경상북도 문경시 문경읍 온천2길 24,,35.0,7.0,128.1091344,36.73004915,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/84/1958784_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/1958784_image3_1.jpg,A02,A0202,A02020300,12,79,108
1955024,문경향교,경상북도 문경시 문경읍 향교길 68,,35.0,7.0,128.1137475,36.74256447,20240600000000.0,,,A02,A0201,A02010700,12,79,108
1958250,문곡서원,경상북도 성주군 초전면 월곡2길 13,(초전면),35.0,10.0,128.2342769,36.00733112,20231100000000.0,,,A02,A0201,A02010700,12,81,92
2684648,문광저수지,충청북도 괴산군 문광면 양곡리 16,,33.0,1.0,127.7487961,36.76762435,20240500000000.0,,,A01,A0101,A01011800,12,72,109
716358,문덕봉,전북특별자치도 남원시 대강면 평촌2길,,37.0,4.0,127.2538721,35.37592418,20240100000000.0,,,A01,A0101,A01010400,12,64,78
2740130,문도지오름,제주특별자치도 제주시 한림읍 금악리 3444,,39.0,4.0,126.294483,33.32684586,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/36/2740436_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2740436_image2_1.jpg,A01,A0101,A01010400,12,47,33
2755689,문동폭포,경상남도 거제시 문동폭포길 107,(문동동),36.0,1.0,128.663301,34.85627413,20240800000000.0,,,A01,A0101,A01010800,12,90,67
2751348,문래근린공원,서울특별시 영등포구 문래동3가 61,,1.0,20.0,126.8940524,37.51651688,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/35/2779835_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/35/2779835_image2_1.png,A02,A0202,A02020700,12,57,125
2650230,문래예술공장,서울특별시 영등포구 경인로88길 5-4,(문래동1가),1.0,20.0,126.9001602,37.51328125,20230600000000.0,,,A02,A0203,A02030400,12,57,125
2781318,문래창작촌,서울특별시 영등포구 128가길 13-8,,1.0,20.0,126.8976521,37.51431998,20240800000000.0,,,A02,A0203,A02030100,12,57,125
3072016,문막체육공원,강원특별자치도 원주시 문막읍 문막리,1071-17,32.0,9.0,127.8114639,37.30908814,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/55/3051755_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3051755_image3_1.jpg,A02,A0202,A02020700,12,73,120
2775636,문방저수지,충청남도 아산시 인주면 문방리,,34.0,9.0,126.8639151,36.8537875,20230200000000.0,,,A01,A0101,A01011800,12,57,110
2714536,문배마을,강원특별자치도 춘천시 남산면 강촌리 444-11,,32.0,13.0,127.6036576,37.79070903,20230700000000.0,,,A02,A0203,A02030100,12,69,131
1958254,문산서원,경상북도 구미시 선산읍 유학길 334-32,,35.0,4.0,128.3255344,36.24372814,20231200000000.0,,,A02,A0201,A02010700,12,83,97
3014754,문산성당,경상남도 진주시 문산읍 소문길67번길 9-4,,36.0,13.0,128.1688635,35.17161048,20231200000000.0,,,A02,A0201,A02010900,12,81,74
127048,문섬/섶섬/범섬/새섬,제주특별자치도 서귀포시 남성중로 43 (서홍동),(새섬공원),39.0,3.0,126.5582788,33.23982074,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/64/3035564_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3035564_image3_1.jpg,A01,A0101,A01011300,12,52,31
304835,문성암,전라남도 나주시 다도면 암정로 325-37,(다도면),38.0,6.0,126.8076787,34.91500751,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/42/3346442_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/42/3346442_image3_1.JPG,A02,A0201,A02010800,12,56,68
2022050,문성자연휴양림,충청북도 충주시 노은면 우성1길 191,(노은면),33.0,11.0,127.7526495,37.02830833,20230900000000.0,,,A01,A0101,A01010600,12,72,114
3006296,문수 계곡,전라남도 구례군 토지면 문수리,,38.0,5.0,127.5315424,35.25353725,20230900000000.0,http://tong.visitkorea.or.kr/cms/resource/73/3006273_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3006273_image3_1.jpg,A01,A0101,A01010900,12,69,76
2736724,문수사,경상북도 구미시 도개면 신곡4길 186,,35.0,4.0,128.36104,36.32782199,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/84/2736884_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/84/2736884_image2_1.png,A02,A0201,A02010800,12,83,99
2794670,문수사 (구례),전라남도 구례군 토지면 문수사길 138,,38.0,5.0,127.5390279,35.2526847,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/53/3346153_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/53/3346153_image3_1.JPG,A02,A0201,A02010800,12,69,76
1584431,문수사 목조여래좌상,전북특별자치도 익산시 여산면 천호산길 140,(여산면),37.0,9.0,127.1178724,36.04262109,20240100000000.0,,,A02,A0201,A02010700,12,62,93
