contentid,title,addr1,addr2,areacode,sigungucode,mapx,mapy,modifiedtime,firstimage,firstimage2,cat1,cat2,cat3,contenttypeid
129854,가나아트센터,서울특별시 종로구 평창30길 28,(평창동),1,23,126.9751811398,37.6122099878,20240828180420,http://tong.visitkorea.or.kr/cms/resource/19/1570619_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/1570619_image3_1.jpg,A02,A0206,A02060500,14
2994669,가람문학관,전북특별자치도 익산시 가람1길 76 가람문학관,,37,9,127.0844949735,36.0353602265,20240118174312,http://tong.visitkorea.or.kr/cms/resource/62/2994662_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2994662_image3_1.jpg,A02,A0206,A02060200,14
129898,가람화랑,서울특별시 종로구 인사동10길 11,,1,23,126.9856034879,37.5742756967,20240615143929,,,A02,A0206,A02060500,14
2732489,가야금테마공원,전라남도 영암군 영암읍 기찬랜드로 19-10,,38,17,126.6853841377,34.7916054707,20230822154853,http://tong.visitkorea.or.kr/cms/resource/90/2732490_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2732490_image2_1.jpg,A02,A0202,A02020600,14
2714751,가원미술관,경기도 과천시 새빛로 24,(문원동),31,3,126.9992259352,37.4240072795,20230613151855,,,A02,A0206,A02060500,14
130611,가일미술관,경기도 가평군 청평면 북한강로 1549,,31,1,127.3794096039,37.6604061569,20240611170832,,,A02,A0206,A02060500,14
2997700,가일서가,경상북도 안동시 노동길 16,,35,11,128.5220131517,36.5739941223,20240805134942,,,A02,A0206,A02060900,14
130523,가족문화센터,울산광역시 남구 대공원로 84,(옥동),7,2,129.2905556337,35.5319960593,20240805000001,http://tong.visitkorea.or.kr/cms/resource/93/3341793_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3341793_image3_1.jpg,A02,A0203,A02030400,14
130105,가천박물관,인천광역시 연수구 청량로102번길 40-9,,2,8,126.6576044255,37.4182241030,20240617162754,,,A02,A0206,A02060100,14
130233,가톨릭대학교 성신교정도서관,서울특별시 종로구 창경궁로 296-12,(혜화동),1,23,127.0043347827,37.5859580079,20231206115022,http://tong.visitkorea.or.kr/cms/resource/38/1894738_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1894738_image3_1.jpg,A02,A0206,A02060900,14
130220,가평문화예술회관,경기도 가평군 가평읍 문화로 131,,31,1,127.5085264086,37.8242478130,20240823153354,http://tong.visitkorea.or.kr/cms/resource/34/1589034_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1589034_image3_1.jpg,A02,A0206,A02060600,14
129877,가평문화원,경기도 가평군 가평읍 문화로 131,,31,1,127.5085264086,37.8242478130,20240823153605,http://tong.visitkorea.or.kr/cms/resource/64/1785864_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/1785864_image3_1.jpg,A02,A0206,A02060700,14
2772315,가평뮤직빌리지,경기도 가평군 가평읍 석봉로 100,,31,1,127.5129954137,37.8253449903,20240710090647,http://tong.visitkorea.or.kr/cms/resource/53/3332053_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/53/3332053_image3_1.png,A02,A0206,A02060600,14
130446,가회민화박물관,서울특별시 종로구 북촌로 52,(가회동),1,23,126.9852144301,37.5814804075,20240828112103,http://tong.visitkorea.or.kr/cms/resource/90/3355090_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/90/3355090_image3_1.png,A02,A0206,A02060100,14
130511,간송미술관(서울 보화각),서울특별시 성북구 성북로 102-11 (성북동),,1,24,126.9973796423,37.5936764304,20240603130415,http://tong.visitkorea.or.kr/cms/resource/18/2384418_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2384418_image2_1.jpg,A02,A0206,A02060500,14
590415,감귤박물관,제주특별자치도 서귀포시 효돈순환로 441,(신효동),39,3,126.6080904173,33.2711819574,20240325160256,,,A02,A0206,A02060100,14
2798406,감로탱화,강원특별자치도 평창군 진부면 오대산로 176,동산리 17-5 월정사 성보박물관,32,15,128.6029831025,37.7189028985,20230701104449,http://tong.visitkorea.or.kr/cms/resource/38/2798338_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2798338_image2_1.jpg,A02,A0201,A02010800,14
3008288,감만창의문화촌,부산광역시 남구 우암로 84-1,,6,4,129.0813547668,35.1184857691,20230906154613,http://tong.visitkorea.or.kr/cms/resource/61/3008261_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/3008261_image3_1.JPG,A02,A0206,A02060300,14
987769,감우재전승기념관,충청북도 음성군 음성읍 생음대로 594,,33,6,127.6470390172,36.9506931176,20240719154434,http://tong.visitkorea.or.kr/cms/resource/25/3335425_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/25/3335425_image3_1.JPG,A02,A0206,A02060200,14
1623934,강강술래 전수관,전라남도 해남군 문내면 관광레저로 12,,38,23,126.3108529592,34.5732988681,20231210150456,,,A02,A0206,A02061100,14
3082347,강경구락부,충청남도 논산시 강경읍 계백로167번길 46-11,,34,3,127.0155005764,36.1618473607,20240717214654,,,A02,A0203,A02030400,14
130373,강남문화원,서울특별시 강남구 논현로131길 40 (논현동),,1,1,127.0271208603,37.5139001229,20231226143725,http://tong.visitkorea.or.kr/cms/resource/87/1807787_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1807787_image3_1.jpg,A02,A0206,A02060700,14
130376,강동문화원,서울특별시 강동구 상암로 168,(천호동),1,2,127.1412123500,37.5457151498,20231204170040,http://tong.visitkorea.or.kr/cms/resource/92/1865292_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/1865292_image3_1.jpg,A02,A0206,A02060700,14
1750737,강동아트센터,서울특별시 강동구 동남로 870,,1,2,127.1573440585,37.5512009153,20230328135047,http://tong.visitkorea.or.kr/cms/resource/74/2030474_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2030474_image3_1.jpg,A02,A0206,A02060600,14
3022375,강릉교육문화관,강원특별자치도 강릉시 노암동,노암동길 37-1,32,1,128.8998721711,37.7460638413,20231023142614,http://tong.visitkorea.or.kr/cms/resource/91/3022291_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3022291_image3_1.jpg,A02,A0206,A02060900,14
1722228,강릉단오제전수교육관,강원특별자치도 강릉시 단오장길 1,(노암동),32,1,128.8950253200,37.7481857234,20240809105531,http://tong.visitkorea.or.kr/cms/resource/67/3047867_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/3047867_image3_1.jpg,A02,A0206,A02061100,14
129942,강릉문화원,강원특별자치도 강릉시 하슬라로 96,(교동),32,1,128.8738046819,37.7587674189,20240521143123,http://tong.visitkorea.or.kr/cms/resource/08/3069208_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3069208_image3_1.jpg,A02,A0206,A02060700,14
3050590,강릉수월래,강원특별자치도 강릉시 죽헌길9번길 17 (유천동),,32,1,128.8737571477,37.7690162327,20231206141718,http://tong.visitkorea.or.kr/cms/resource/93/3050593_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3050593_image3_1.jpg,A02,A0203,A02030400,14
129784,강릉시 오죽헌/시립박물관,강원특별자치도 강릉시 율곡로3139번길 24,(죽헌동),32,1,128.8766149376,37.7782679956,20240520135515,,,A02,A0206,A02060100,14
2706817,강릉시립미술관,강원특별자치도 강릉시 화부산로40번길 46,(교동),32,1,128.8908475340,37.7606147594,20240718091424,,,A02,A0206,A02060500,14
2774698,강릉아트센터,강원특별자치도 강릉시 종합운동장길 84,(교동),32,1,128.8954273345,37.7716996777,20230701104744,http://tong.visitkorea.or.kr/cms/resource/88/2776888_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/88/2776888_image2_1.JPG,A02,A0203,A02030400,14
2551386,강릉원주대학교 박물관,강원특별자치도 강릉시 죽헌길 7,,32,1,128.8700824251,37.7707381838,20230912141845,http://tong.visitkorea.or.kr/cms/resource/83/2551383_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2551383_image2_1.jpg,A02,A0206,A02060100,14
2774692,강릉자동차극장,강원특별자치도 강릉시 구정면 칠성로 13-8,,32,1,128.8961380184,37.6935226206,20231107152348,http://tong.visitkorea.or.kr/cms/resource/92/2776892_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/92/2776892_image2_1.jpeg,A02,A0206,A02061200,14
2592013,강릉커피박물관,강원특별자치도 강릉시 왕산면 왕산로 2171-19,,32,1,128.7846048822,37.6522307832,20240711165950,http://tong.visitkorea.or.kr/cms/resource/19/3332919_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3332919_image3_1.jpg,A02,A0206,A02060100,14
2715994,강문화전시관,경상북도 예천군 풍양면 삼강리길 53-23,,35,16,128.3045411333,36.5637829085,20230622095259,,,A02,A0206,A02060300,14
2735622,강변저류지 홍보관,강원특별자치도 영월군 영월읍 청령포로 133,(영월읍),32,8,128.4477160928,37.1776762902,20230808170719,,,A02,A0206,A02060300,14
130217,강북문화원,서울특별시 강북구 삼각산로 85,(수유동),1,3,127.0133101828,37.6408434551,20240827133524,http://tong.visitkorea.or.kr/cms/resource/33/1894733_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/1894733_image3_1.jpg,A02,A0206,A02060700,14
3304115,강서별빛우주과학관,서울특별시 강서구 금낭화로 178 (방화동),(방화근린공원 내),1,4,126.8146355542,37.5810885136,20240529173748,http://tong.visitkorea.or.kr/cms/resource/03/3304103_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3304103_image3_1.jpg,A02,A0206,A02060300,14
130090,강암서예관,전북특별자치도 전주시 완산구 전주천동로 74,,37,12,127.1524920198,35.8112813788,20240118174312,http://tong.visitkorea.or.kr/cms/resource/94/1605494_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1605494_image3_1.jpg,A02,A0206,A02060300,14
130664,강원경찰박물관,강원특별자치도 춘천시 신북읍 신샘밭로 361,,32,13,127.7502791735,37.9254988538,20230701104144,http://tong.visitkorea.or.kr/cms/resource/93/2549593_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2549593_image2_1.jpg,A02,A0206,A02060100,14
129840,강원대학교중앙박물관,강원특별자치도 춘천시 강원대학길 1,(효자동),32,13,127.7438036813,37.8684387044,20231123123125,http://tong.visitkorea.or.kr/cms/resource/33/700633_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/700633_image3_1.jpg,A02,A0206,A02060100,14
130670,강원종합박물관,강원특별자치도 삼척시 신기면 강원남부로 3016,,32,4,129.0864425560,37.3512296843,20240527160645,http://tong.visitkorea.or.kr/cms/resource/80/3040280_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3040280_image3_1.jpg,A02,A0206,A02060100,14
130728,강원특별자치도산림박물관,강원특별자치도 춘천시 화목원길 24,,32,13,127.7255592885,37.9225959520,20240528160032,,,A02,A0206,A02060100,14
130135,강진 고려청자박물관,전라남도 강진군 대구면 청자촌길 33,,38,1,126.8009030607,34.5087280332,20230331093925,http://tong.visitkorea.or.kr/cms/resource/06/2642406_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2642406_image3_1.jpg,A02,A0206,A02060100,14
2515789,강진 오감통,전라남도 강진군 강진읍 오감길 2,2동,38,1,126.7735884140,34.6391324006,20230704142759,,,A02,A0203,A02030100,14
1623643,강진군도서관,전라남도 강진군 강진읍 남문길 10,,38,1,126.7697553845,34.6404905180,20230911201008,http://tong.visitkorea.or.kr/cms/resource/20/1606620_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1606620_image3_1.jpg,A02,A0206,A02060900,14
1778079,강진아트홀,전라남도 강진군 강진읍 영랑로1길 9,,38,1,126.7705248168,34.6382074538,20240613104134,,,A02,A0206,A02060600,14
130733,강화 화문석 문화관,인천광역시 강화군 송해면 장정양오길 413,,2,1,126.4547735697,37.7957598993,20240603165202,,,A02,A0206,A02060300,14
130219,강화문예회관,인천광역시 강화군 강화읍 고비고개로19번길 12,,2,1,126.4746009394,37.7453439098,20240820111741,http://tong.visitkorea.or.kr/cms/resource/82/3350582_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/82/3350582_image3_1.JPG,A02,A0206,A02060600,14
2657498,강화문학관,인천광역시 강화군 강화읍 관청길 40,,2,1,126.4855887017,37.7496074946,20240820105856,http://tong.visitkorea.or.kr/cms/resource/14/3350514_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/14/3350514_image3_1.JPG,A02,A0206,A02060200,14
129867,강화문화원(강화미술관),인천광역시 강화군 강화읍 남문로 52,,2,1,126.4879775686,37.7425639138,20240603093338,,,A02,A0206,A02060700,14
129810,강화역사박물관,인천광역시 강화군 하점면 강화대로 994-19,,2,1,126.4352815292,37.7737399035,20231116122708,,,A02,A0206,A02060100,14
2523291,강화자연사박물관,인천광역시 강화군 하점면 강화대로 994-33,,2,1,126.4347315543,37.7746508985,20240528160600,http://tong.visitkorea.or.kr/cms/resource/19/3303819_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3303819_image3_1.jpg,A02,A0206,A02060100,14
2657495,강화전쟁박물관,인천광역시 강화군 강화읍 해안동로1366번길 18,,2,1,126.5160613555,37.7336321177,20240607141154,,,A02,A0206,A02060100,14
3340253,강화천문과학관,인천광역시 강화군 하점면 강화서로 915-1,,2,1,126.3908883872,37.7735030392,20240730162213,http://tong.visitkorea.or.kr/cms/resource/32/3340232_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3340232_image3_1.jpg,A02,A0206,A02060300,14
1927047,객주문학관,경상북도 청송군 진보면 청송로 6359,,35,21,129.0398047825,36.5234624390,20240708102708,,,A02,A0206,A02060300,14
2834026,갤러리 ERD 부산,부산광역시 해운대구 해운대해변로 302 대림맨션,305호,6,16,129.1639936365,35.1610686425,20240617181618,http://tong.visitkorea.or.kr/cms/resource/58/2836058_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2836058_image3_1.jpg,A02,A0206,A02060500,14
745873,갤러리 M,서울특별시 종로구 삼일대로 445,,1,23,126.9869450321,37.5742729433,20231206160430,http://tong.visitkorea.or.kr/cms/resource/21/696721_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/696721_image3_1.jpg,A02,A0206,A02060500,14
2654476,갤러리 MOA,경기도 파주시 탄현면 헤이리마을길 48-37,,31,27,126.7002790678,37.7877540724,20231207151610,,,A02,A0206,A02060500,14
130573,갤러리 S.P,서울특별시 용산구 회나무로44가길 30,(이태원동),1,1,126.9943120449,37.5383633594,20230222102413,http://tong.visitkorea.or.kr/cms/resource/94/1257994_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1257994_image3_1.jpg,A02,A0206,A02060500,14
2591878,갤러리 구루지,서울특별시 구로구 가마산로25길 21,,1,7,126.8894255436,37.4970135079,20230320112104,http://tong.visitkorea.or.kr/cms/resource/75/2591875_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/75/2591875_image2_1.bmp,A02,A0206,A02060500,14
130840,갤러리 나우,서울특별시 강남구 언주로152길 16,(신사동),1,23,127.0349865585,37.5228103408,20231206155934,http://tong.visitkorea.or.kr/cms/resource/55/682555_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/682555_image3_1.jpg,A02,A0206,A02060500,14
2713397,갤러리 더 화,경기도 이천시 신둔면 도자예술로99번길 41,,31,26,127.3844974951,37.2916490012,20230616144523,http://tong.visitkorea.or.kr/cms/resource/77/2704577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2704577_image3_1.jpg,A02,A0206,A02060500,14
130577,갤러리 라메르,서울특별시 종로구 인사동5길 26,(관훈동),1,23,126.9848480493,37.5725731030,20230531161305,http://tong.visitkorea.or.kr/cms/resource/07/2022407_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2022407_image3_1.jpg,A02,A0206,A02060500,14
130581,갤러리 마노,서울특별시 강남구 압구정로46길 71,(신사동),1,1,127.0365891542,37.5240907763,20230329150627,http://tong.visitkorea.or.kr/cms/resource/83/2402783_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2402783_image2_1.jpg,A02,A0206,A02060500,14
1381088,갤러리 미고,부산광역시 해운대구 해운대해변로298번길 24,,6,16,129.1666100994,35.1602160088,20231027155013,http://tong.visitkorea.or.kr/cms/resource/81/1982281_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1982281_image3_1.jpg,A02,A0206,A02060500,14
130568,갤러리 미즈,서울특별시 종로구 삼일대로 461,,1,23,126.9858145422,37.5755949916,20231206120139,http://tong.visitkorea.or.kr/cms/resource/88/1894988_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/1894988_image3_1.jpg,A02,A0206,A02060500,14
129846,갤러리 비앤에스,서울특별시 종로구 인사동길 31-8,(관훈동),1,23,126.9852924331,37.5732896946,20231207120803,http://tong.visitkorea.or.kr/cms/resource/25/682325_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/682325_image3_1.jpg,A02,A0206,A02060500,14
129927,갤러리 서림,서울특별시 강남구 학동로 523,,1,1,127.0560652706,37.5201388076,20231204164007,http://tong.visitkorea.or.kr/cms/resource/32/1837332_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/1837332_image3_1.jpg,A02,A0206,A02060500,14
130614,갤러리 스케이프,서울특별시 용산구 독서당로 122-1 포트힐(Fort Hill) 빌딩,,1,21,127.0128715069,37.5368999735,20230413104551,http://tong.visitkorea.or.kr/cms/resource/98/1894998_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/1894998_image3_1.jpg,A02,A0206,A02060500,14
130571,갤러리 스클로,서울특별시 중구 다산로16길 29,(신당동),1,24,127.0134459064,37.5562477360,20231207110116,http://tong.visitkorea.or.kr/cms/resource/92/1894992_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/1894992_image3_1.jpg,A02,A0206,A02060500,14
130190,갤러리 시몬,서울특별시 종로구 자하문로6길 20,(통의동),1,23,126.9732156208,37.5780694778,20231206134448,,,A02,A0206,A02060500,14
130616,갤러리 아트링크,서울특별시 종로구 율곡로3길 66-17,(안국동),1,23,126.9827480622,37.5788751102,20231207122608,http://tong.visitkorea.or.kr/cms/resource/94/1895694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1895694_image3_1.jpg,A02,A0206,A02060500,14
130617,갤러리 아트사이드,서울특별시 종로구 자하문로6길 15 갤러리 아트싸이드,,1,23,126.9729600813,37.5783222216,20240614173612,http://tong.visitkorea.or.kr/cms/resource/67/2833067_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2833067_image3_1.jpg,A02,A0206,A02060500,14
1252563,갤러리 엠,서울특별시 강남구 압구정로71길 14,(청담동),1,1,127.0458882102,37.5275211007,20231204164623,http://tong.visitkorea.or.kr/cms/resource/61/1258061_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1258061_image3_1.jpg,A02,A0206,A02060500,14
129902,갤러리 우림,서울특별시 종로구 인사동10길 18,(관훈동),1,23,126.9859145721,37.5742229305,20231207121325,http://tong.visitkorea.or.kr/cms/resource/59/682259_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/682259_image3_1.jpg,A02,A0206,A02060500,14
130583,갤러리 원,서울특별시 강남구 압구정로71길 14,,1,1,127.0458882102,37.5275211007,20231204164249,http://tong.visitkorea.or.kr/cms/resource/77/683577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/683577_image3_1.jpg,A02,A0206,A02060500,14
3012455,갤러리 위,경기도 용인시 수지구 고기동,,31,23,127.0688716267,37.3521640800,20230919174242,,,A02,A0206,A02060300,14
129924,갤러리 인데코,서울특별시 강남구 압구정로36길 8,(신사동),1,1,127.0313117475,37.5279485666,20230404093848,http://tong.visitkorea.or.kr/cms/resource/81/2024981_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2024981_image3_1.jpg,A02,A0206,A02060500,14
1005620,갤러리 피치,서울특별시 강남구 도산대로87길 25,(청담동),1,1,127.0501323005,37.5263824203,20240611170727,http://tong.visitkorea.or.kr/cms/resource/98/1865698_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/1865698_image3_1.jpg,A02,A0206,A02060500,14
129917,갤러리 현대,서울특별시 종로구 삼청로 14,(사간동),1,23,126.9798039302,37.5773002409,20240823091419,http://tong.visitkorea.or.kr/cms/resource/50/1570450_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1570450_image3_1.jpg,A02,A0206,A02060500,14
2543000,갤러리3안,서울특별시 종로구 북촌로 137-7,(삼청동),1,23,126.9829811452,37.5869575087,20230224103836,http://tong.visitkorea.or.kr/cms/resource/03/2543003_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/03/2543003_image2_1.JPG,A02,A0206,A02060500,14
2642151,갤러리JJ,서울특별시 강남구 논현로 745,(논현동),1,1,127.0284206157,37.5183635167,20230530161503,,,A02,A0206,A02060500,14
3012741,갤러리도스,서울특별시 종로구 삼청로7길 37 (팔판동),,1,23,126.9797981916,37.5838105948,20230920113241,,,A02,A0206,A02060500,14
130613,갤러리도올,서울특별시 종로구 삼청로 87,(팔판동) 도올빌딩 2층,1,23,126.9816702591,37.5832329183,20231208102633,http://tong.visitkorea.or.kr/cms/resource/87/1903887_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1903887_image3_1.jpg,A02,A0206,A02060500,14
129922,갤러리미,서울특별시 강남구 압구정로 461 네이처 포엠,312호,1,1,127.0472464824,37.5253102705,20240531140449,,,A02,A0206,A02060500,14
3056315,갤러리미르,서울특별시 종로구 율곡로1길 40 (사간동),,1,23,126.9807316132,37.5776613265,20240828134317,http://tong.visitkorea.or.kr/cms/resource/00/3056300_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3056300_image3_1.jpg,A02,A0206,A02060500,14
749479,갤러리박영,경기도 파주시 회동길 37-9,,31,27,126.6843189512,37.7058411153,20240822110031,http://tong.visitkorea.or.kr/cms/resource/10/737810_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/737810_image3_1.jpg,A02,A0206,A02060500,14
130597,갤러리에이엠,서울특별시 종로구 팔판길 23,,1,23,126.9809925530,37.5828940563,20230814160330,http://tong.visitkorea.or.kr/cms/resource/14/2025914_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2025914_image3_1.jpg,A02,A0206,A02060500,14
745781,갤러리정,서울특별시 종로구 경희궁2길 12,(내수동),1,23,126.9713937114,37.5728728270,20231206114127,http://tong.visitkorea.or.kr/cms/resource/65/696665_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/696665_image3_1.jpg,A02,A0206,A02060500,14
130587,갤러리조선,서울특별시 종로구 북촌로5길 64,(소격동),1,23,126.9814370406,37.5799332974,20231206155312,http://tong.visitkorea.or.kr/cms/resource/81/1837781_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1837781_image3_1.jpg,A02,A0206,A02060500,14
3334621,갤러리현,충청남도 천안시 동남구 봉정로 17-1 (봉명동),,34,12,127.1390416260,36.8038481123,20240719150812,http://tong.visitkorea.or.kr/cms/resource/06/3334606_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3334606_image3_1.jpg,A02,A0206,A02060500,14
2714515,거가대교 홍보전시관,부산광역시 강서구 거가대로 2571,(천성동),6,1,128.8096309940,35.0230581337,20231005151312,,,A02,A0206,A02060300,14
3350811,거꾸로옛이야기나라숲 이야기공작소,경상북도 상주시 화북면 우복동길 63-23,,35,9,127.9281326564,36.5775605200,20240820140724,,,A02,A0203,A02030400,14
2761465,거북선전시관,경상남도 남해군 설천면 노량로183번길 27,,36,5,127.8761062906,34.9422227371,20230224093603,,,A02,A0206,A02060300,14
3007790,거제곤충생태박물관,경상남도 거제시 거제남서로 3577 거제시농업개발원,,36,1,128.5803387153,34.8569114552,20230905174643,http://tong.visitkorea.or.kr/cms/resource/21/3007521_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/21/3007521_image3_1.JPG,A02,A0206,A02060100,14
1749449,거제문화예술회관,경상남도 거제시 장승로 145,(장승포동),36,1,128.7231565789,34.8671295553,20240603165349,,,A02,A0206,A02060600,14
129947,거제문화원,경상남도 거제시 능포로 7,(장승포동),36,1,128.7230565080,34.8701125536,20231005142646,http://tong.visitkorea.or.kr/cms/resource/06/1978706_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/1978706_image3_1.jpg,A02,A0206,A02060700,14
1622150,거제민속박물관,경상남도 거제시 대금산로 339-7 거제민속박물관,,36,1,128.6775944607,34.9493834248,20240611101252,,,A02,A0206,A02060100,14
129805,거제박물관,경상남도 거제시 거제대로 3791,(옥포동),36,1,128.6861924097,34.8940508785,20240618133009,,,A02,A0206,A02060100,14
2001650,거제씨월드,경상남도 거제시 일운면 지세포해안로 15,,36,1,128.7014926255,34.8358937646,20231226141013,http://tong.visitkorea.or.kr/cms/resource/44/2735244_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/44/2735244_image2_1.JPG,A02,A0206,A02060300,14
1622179,거제어촌민속전시관,경상남도 거제시 일운면 지세포해안로 41,,36,1,128.7019093134,34.8337301246,20240509173723,,,A02,A0206,A02060300,14
2783983,거제조선해양문화관,경상남도 거제시 일운면 지세포해안로 41,,36,1,128.7019093134,34.8337301246,20230224113940,http://tong.visitkorea.or.kr/cms/resource/31/2787131_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2787131_image2_1.jpg,A02,A0206,A02060100,14
2733126,거창근대의료박물관,경상남도 거창군 거창읍 시장1길 32,,36,2,127.9120946443,35.6864616973,20230621163247,http://tong.visitkorea.or.kr/cms/resource/27/2733127_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/27/2733127_image2_1.jpeg,A02,A0206,A02060100,14
1750851,거창문화센터,경상남도 거창군 거창읍 수남로 2181,,36,2,127.9102618219,35.6734631366,20230905185348,,,A02,A0206,A02060600,14
130084,거창박물관,경상남도 거창군 거창읍 수남로 2181,,36,2,127.9102618219,35.6734631366,20231207180738,http://tong.visitkorea.or.kr/cms/resource/86/1611086_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1611086_image3_1.jpg,A02,A0206,A02060100,14
1576971,거창사건역사교육관,경상남도 거창군 신원면 신차로 2924,,36,2,127.9248970117,35.5557433836,20231207180330,,,A02,A0206,A02060300,14
1798587,거창사과테마파크,경상남도 거창군 거창읍 거함대로 3372-60,,36,2,127.9217607905,35.6740466091,20240524100029,,,A02,A0202,A02020600,14
3000522,거창월성우주창의과학관,경상남도 거창군 덕유월성로 1312-96 거창군월성청소년수련원,,36,2,127.7263062631,35.7625164353,20230825110303,,,A02,A0206,A02060300,14
130853,건강과 성 박물관(제주),제주특별자치도 서귀포시 안덕면 일주서로 1611,,39,3,126.3459024043,33.2549657152,20240522111441,,,A02,A0206,A02060100,14
130232,건국대학교 상허기념도서관,서울특별시 광진구 능동로 120,,1,6,127.0763072274,37.5428781974,20231026095431,http://tong.visitkorea.or.kr/cms/resource/49/1502949_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1502949_image3_1.jpg,A02,A0206,A02060900,14
129818,건국대학교박물관,서울특별시 광진구 능동로 120,,1,6,127.0763072274,37.5428781974,20230328142624,http://tong.visitkorea.or.kr/cms/resource/32/1502932_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/1502932_image3_1.jpg,A02,A0206,A02060100,14
915371,결성농요내포농사박물관,충청남도 홍성군 결성면 구성남로 91,,34,15,126.5489604587,36.5326051200,20240131103907,,,A02,A0206,A02060100,14
